batch,scenario_id,category,model_name,deterministic_grade,extraction_status,helper_status,bert_precision,bert_recall,bert_f1,candidate_text_length_chars,reference_text_length_chars,source_run_id,reference_source,candidate_source,candidate_text_hash,reference_text_hash
V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 27B IT,PASS,OK,OK,0.49290433526039124,0.8700607419013977,0.675685703754425,809,656,a82bb41e-4662-4d67-95ff-851677b05abd,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,e1cb05a9c5e8054726966cfda11d2023ebd8e00f6525c7a14414ce09d32cc9e9,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.4913517236709595,0.8943524360656738,0.6861555576324463,833,656,8032048a-8e04-432c-b3eb-aab06ea4d99e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ccc720c4295fd19f95c78e3167f5f7507c3e2e27a8e87fafeda1514741b0b0cb,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Granite 4.1 8B,PASS,OK,OK,-0.0207215566188097,0.4783152937889099,0.2180231213569641,1143,656,5f22cbbd-f1ee-4af0-aa42-2c057e6b9037,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,f6272fd2f97d4405c22863de99a3998bca0eddb7744dde2338f300bd62086a06,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Llama 3.1 8B Instruct,PASS,OK,OK,0.27627867460250854,0.7308225035667419,0.49488410353660583,903,656,7ccc748d-227f-4678-a6d4-a73a86a210d0,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,98d69aecd79442b3825dec403f2fa719bbf965c9eb7cacc9a586a9c949eb8c56,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Ministral 3 8B,PASS,OK,OK,0.23941557109355927,0.7056581974029541,0.46336933970451355,927,656,06aa69b6-039e-4f7c-91d6-191279776ccc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,2e34cafbf3a3c407621f58f60034b68e317eea3492acaee94992e3686bb3d874,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.4795927405357361,0.8785611391067505,0.6725291609764099,841,656,1578b708-15cc-4472-862d-060fbdc5e95c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1dde6db6c3073c898642b76a367b7735fd4ec8dcc8b7b9ed9cc8cbb05dc67b70,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.4896738827228546,0.864651620388031,0.6714410781860352,807,656,9e6a063d-dc82-49ce-aceb-7ac5aad0e02b,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,5eda4e2c21f745ef40f5efdae0e8685ed272d7372a73fdec0ebd406e1ffcbcf2,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 12B IT,FAIL,OK,OK,0.3150513470172882,0.7934026718139648,0.5445563197135925,885,622,d3255966-d397-4024-81e3-275d475b382f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b1d922f86a0203c481fbd7fb030902aa55d1a51719c31da28e4414d555118ff8,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 27B IT,FAIL,OK,OK,0.33442971110343933,0.8020296692848206,0.5590232610702515,849,622,d678fa6d-f25c-4af8-bc83-9067f0531bcc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,714462b92c2c19e2f696c75c2e2928a05c30868c09a4e85c393d28d3b3154acb,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.3202252686023712,0.8574671149253845,0.576482892036438,912,622,4626221f-f5e2-47b7-9c73-7930e0977b54,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,3bb3fe3978aca05315941e0e8be123adba3b9c48d61ec5a62fc0c749117ab734,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Granite 4.1 8B,PASS,OK,OK,-0.319568008184433,0.17546355724334717,-0.08287616819143295,2106,622,d410a814-2896-4137-8dcd-4ea1e3fde257,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a073d8fb645c0141ac79f191c15a5489697d293c110ff43f7117011d005c6b7b,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Llama 3.1 8B Instruct,FAIL,OK,OK,0.38304296135902405,0.7641436457633972,0.5677124261856079,845,622,c5b81f9e-4521-4354-8a5d-745ff4c05bcf,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,837bc927f1d1a1291005f2c665ea72d1665fc321726564c5df7e030c1faf3f03,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Ministral 3 8B,FAIL,OK,OK,0.006946569308638573,0.5072028636932373,0.24626195430755615,1055,622,8d88ebb6-c7fb-48bf-8150-c24d1049670c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,8693086dadccdbc69740976510e4797d4cb0ae439be39debd2a967c247dd1148,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.3263387680053711,0.8415184020996094,0.5726111531257629,877,622,4e065114-6895-4037-9f9c-d85e9790bfc5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,8494a8e0f34abbec39886a3c23e946331cf9441f9815a10bb9c526aa992bf55e,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.38740965723991394,0.8795558214187622,0.6232309341430664,873,622,e4082586-1169-4679-b9af-5b1bc02b93ae,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,f8e1b787033a0803c0331d5a9136b5101782165a13be4f1503926a2d7cc3610c,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,COS_DL_001,Cosmology,Gemma 3 12B IT,FAIL,OK,OK,0.3638347387313843,0.8025185465812683,0.5751574635505676,890,611,95f6ba98-9ad9-4743-98f6-e08bef51a990,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,776307989f52b4f1af6490ec57339f6a9d813b23c598652a3fc3534c10121234,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Gemma 3 27B IT,PASS,OK,OK,0.39689648151397705,0.8444758653640747,0.6123111844062805,839,611,218ab9ee-bcb4-4ea8-9ea5-27f50255759c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,52ab2f41c466ef1cf051fdbdcc515a01ebdca8fa2faa670edca9eff923e97b9b,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Gemma 4 31B IT,PASS,OK,OK,0.4479498863220215,0.917373538017273,0.6733954548835754,852,611,9b43c249-fc19-463d-9f32-928d33522cd0,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b379c8d6a3a0525ff05d4370bc229532e3df85b4f11fa09fe5d4e03cbde22b34,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Granite 4.1 8B,PASS,OK,OK,-0.2589513659477234,0.07747730612754822,-0.0947883203625679,1610,611,34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,2130041535edc63c66b30b0b3861e55fa315ac5aca2b4a4e07a9cf887a2a9d8c,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Llama 3.1 8B Instruct,PASS,OK,OK,0.3980967700481415,0.8164782524108887,0.6000504493713379,823,611,b4d6a91d-fa00-46eb-bfa4-4bd21487259c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b20407c83ca3a0a9d726158fca8838427d6f50cd7f153b804e7853e4b823e632,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Ministral 3 8B,FAIL,OK,OK,0.08070182055234909,0.44575849175453186,0.2580360174179077,978,611,7e158b39-fc5d-4ba7-86a6-70440815a664,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,20d3848472c0f7e1b69fe6be028cedf1bac6c4b7931caaab4c1aee222b08d513,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,OK,OK,0.4037719666957855,0.8370434045791626,0.6125986576080322,849,611,4f06ea18-7b13-4c03-a4a7-37036abe296d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,648577bdb843f5793a6b3cbde7cb6033993a29310918d98bb07ecd8cd9aa36b6,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.4433002173900604,0.8851092457771301,0.6560573577880859,838,611,47ac3873-4e9b-418a-8076-151b5dd3d817,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,77dbbf76614fd2874913a4e2e9d6cfbfed467d7973beb207aa0d6aef7a6a6d20,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,OK,OK,0.818636417388916,0.6355549693107605,0.7260578870773315,861,1342,0ada0fb0-29cc-4f10-b31a-705df74e52ae,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1eaf095f0b3f32f59fb2074efda693bdcc83c6ab7624b7e605ba1321446a2e6e,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Gemma 3 27B IT,FAIL,OK,OK,0.6470847725868225,0.5804029703140259,0.6141698360443115,976,1342,e7473180-0785-429d-84d1-b9888a90bff4,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,977cae7da073bab0e6f3017ef06702fd83b1c641ff3234bc355d489d010f7d14,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Gemma 4 31B IT,FAIL,OK,OK,0.2019910365343094,0.25944265723228455,0.23180845379829407,1397,1342,83128479-f3b5-4076-b4d8-697f3b7632f1,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,60480c6378c4ac8645458ab5f37bde71f3da16ab196326d85be369b5537d6496,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Granite 4.1 8B,FAIL,OK,OK,-0.12685616314411163,-0.20381633937358856,-0.16375485062599182,2743,1342,9991d196-4513-449c-9fa5-bc9e85fe608f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,eb257ad454f1a6b79c386b7e643dc4af2a6db3c40998ac91413c745ea6c2b725,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,OK,OK,0.01276786345988512,-0.13108670711517334,-0.058501631021499634,2890,1342,637b75a5-6869-433d-b669-e89b15b2555e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,dc84211f107d2df90df9f15cad6fb79881da2ace361561f6f3b3d2677283c277,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Ministral 3 8B,FAIL,OK,OK,0.4888050854206085,0.43659597635269165,0.46344631910324097,887,1342,30e59015-74c8-4d8c-abe8-a916e9150032,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,dca2cc4cabe7ba71431d708f2fdf759fd03fabadeb248ac895b36e3596e3ef72,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Mistral NeMo 12B,FAIL,OK,OK,0.21588382124900818,0.17183293402194977,0.19507288932800293,1172,1342,69fbc5d3-4c42-43a5-bee4-fd591d229ef9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,15d2203481502f52a0b7f2f3ab82f6b17d1da620a5cb657c778661f4724917db,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.8332933187484741,0.6620814800262451,0.7468062043190002,863,1342,a31b717b-3b3d-4f54-9f3b-2236e1370d22,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,fd3c923b8608c7af4fc4789d7682d6a7330b863a8843f9f64e825291d19dfd4f,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,OK,OK,0.6073962450027466,0.5081653594970703,0.5580499172210693,948,1357,dbbe1d7b-1475-462c-878a-493a65482ef5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,76c07e2b9a3e5bb0347d2a7a27920c3f85e9fcdafe91e0dac8d51cb97b9f8d77,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 27B IT,FAIL,OK,OK,0.7749027609825134,0.5576156973838806,0.6646931767463684,849,1357,a7e05154-1247-4373-b18c-e75f49ecf34a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,caaa2e00a6992250e208ff1eee0fd0ff18729e73aa179e4fc70ecd0b8abc717c,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,OK,OK,0.7986527681350708,0.5683929324150085,0.6816774606704712,842,1357,4dde1392-4ac8-428c-b9da-6bcc205ea668,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,36d9a23b123ffc4d2a8129530a33511c5429d665c5b6c231d8c80c89135f1f8d,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Granite 4.1 8B,PASS,OK,OK,-0.02262154221534729,-0.06133615970611572,-0.04036323353648186,2657,1357,81351b41-e944-416c-979d-7650f60107cb,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,cbba2257c72e6b232353b8c2f9115d504ae9058c37a6ae381a7c7fe0bd222314,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,OK,OK,0.542540967464447,0.4733167886734009,0.5085073113441467,980,1357,0ed2217a-06ad-4917-b517-25fdcad0cab9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,713fdada4dd3885915d33f9dc0a36ffd9bfe8ad08a819ca356b3036f33c7ff8a,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Ministral 3 8B,FAIL,OK,OK,0.4607955813407898,0.4461345076560974,0.4543425142765045,1091,1357,d504b04e-bf1e-416b-a8f1-151658823740,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ff96764d286c8e03279cf0005f3a4c7a0ed6b3cd69589cd8338225a34f91ebdb,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,OK,OK,0.7144063711166382,0.5352422595024109,0.6239891648292542,871,1357,bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,4d54419e8d2f410ef2e51a4bb382a29b34f0bab64b3b35abce1902d02ef77fd3,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.67701655626297,0.5226878523826599,0.5994253158569336,902,1357,1af000e0-80c0-45b3-9f95-f707072fdac3,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,f27405d29bb8f37de97ccd9cacf8589bdb5d114b56c85e55a8d86fe865eee053,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QI_WERNER_001,Quantum Information Theory,Gemma 3 12B IT,PASS,OK,OK,0.41453760862350464,0.8857491612434387,0.6407975554466248,982,732,6c48eb8a-bf99-4ad6-9a55-a3097ce5d672,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b07df58be5018dcb486e4844805581e58d79da8bc96083362b27dcafbe86aa48,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Gemma 3 27B IT,PASS,OK,OK,0.4121200740337372,0.8577794432640076,0.6266509294509888,944,732,eeb13605-e28d-4146-a8bb-a2d6b3475052,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,152fae3da065a1c8d5d12280610a8c083bd04fc54de8311f1b85d80a3c995236,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Gemma 4 31B IT,PASS,OK,OK,0.4182831048965454,0.8888322114944458,0.6442402005195618,974,732,d2fb18e4-416b-4be2-9501-0b4d49cd535a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,de69c4484cc93598b0e0483cf92931ca281b0ac0616cc00ef4fcf58d3c5a04eb,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Granite 4.1 8B,PASS,OK,OK,-0.03103475458920002,0.3906613290309906,0.172477588057518,1603,732,dadc5ed2-8765-42cd-b756-8e32ac2d9f45,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,c63af203d5255b3ee81652c06588034874a1cf0ad465ebe2abd551996b1c625a,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Llama 3.1 8B Instruct,FAIL,OK,OK,0.4065456986427307,0.8165016174316406,0.6045998930931091,932,732,f95b1fba-a8d5-4851-a0b3-6a2433ce8fdf,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1d708f517ecca0b02b7a95dea23451cb889f1c157c7e5b369d5e2b5464e6db0a,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Ministral 3 8B,PASS,OK,OK,0.37245702743530273,0.9042892456054688,0.6263037919998169,996,732,ac146922-b67b-431b-a16b-53713de6470e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,2f7578a8360c4a7e6e434eb1a623214b9219833e83cd0f519b61a0420f716dbb,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Mistral NeMo 12B,FAIL,OK,OK,0.4228765368461609,0.8551480770111084,0.6312395930290222,948,732,739669d7-f24b-48b0-aaa4-7ea7484fd9f5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,5ba99584cc50d4961e60c38a36f8f1ab12a6221b1f3940be308243ad6520cf74,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.4405820071697235,0.8913047313690186,0.6574417352676392,956,732,be6aefd2-aa5a-4bad-98e8-972c21fee52a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,248c98abef55e829897e9078ca162af62f3dfe554da39b2b0559b0efdd36911c,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,OK,OK,0.4887322187423706,0.7143591046333313,0.5999024510383606,999,665,252e5a22-0a7b-412b-ae8c-1e0bc538da7c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,e997a9640f934051abb4e9ef859ed0b240b607a84dc303723c29a7e16dfd8c19,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,OK,OK,0.5061041116714478,0.7925838232040405,0.6462510824203491,978,665,633ca832-c7c2-4e57-8667-0e5462503514,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,61ed9719c83934866ec50c997e6e7f685b227037883b24f87eab8a8f57682945,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.4742943048477173,0.792698085308075,0.6295535564422607,814,665,2742e121-11c7-40dc-a1f9-f3aad05e93ab,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,c20e2d2109ab453d43a879c71e94972ed562b44b62ae34c6d4fa4a995f72f653,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Llama 3.1 8B Instruct,FAIL,OK,OK,0.4674556255340576,0.7387037873268127,0.6004138588905334,704,665,c4c34083-846b-4a5b-9241-5b10ea48920a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1cf0f026fd5e2bab534e32ef37b24055dc12fdb740002436bdfe7909cc3b9811,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Ministral 3 8B,FAIL,OK,OK,0.2690958082675934,0.5193794965744019,0.3922930061817169,1110,665,69105aad-c0ce-42d1-bb33-a335484e353a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a4ff60a974f625628bcefc0a50758859de8e925e48a671f8675c5b2114a6643c,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.40430399775505066,0.68653404712677,0.5425355434417725,802,665,54448dad-7233-4056-ae08-be960e31c16d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,e39883bc72158d27d90532cbcf7c52b174235b078b0c5dd5cba28c7dea1eac3a,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.496192067861557,0.8315617442131042,0.6594151854515076,858,665,0da1e3a2-7970-4e89-9df6-00d6ef104a50,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,12cc0329da527dca7616f3bb01aae530a09c22f817636cbc6e522df67ce86184,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,SR_BELL_001,Special Relativity,Gemma 3 12B IT,PASS,OK,OK,0.4388429820537567,0.8335217237472534,0.6298022270202637,989,822,b51a38fc-3664-46c2-a584-92b132c4b017,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,272d80f232310336aaaa6ec8750af8e339be6c9be53a0df4410a4233db794933,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Gemma 3 27B IT,PASS,OK,OK,0.46619662642478943,0.8779314756393433,0.6650583744049072,1032,822,9c6eca53-936a-41af-8459-9e55496a588e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,f5bed7eabe8ca6f5f6b6d423f7f782d5953ba110d50b6b0fb768bf5643988782,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
V3,SR_BELL_001,Special Relativity,Gemma 4 31B IT,PASS,OK,OK,0.16631120443344116,0.6638132929801941,0.40447568893432617,1150,822,df3cdce2-3059-42f5-806b-1072d96949a5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ff970403610ca3fbea011eb5b10382ee392225c1f7a4effbe0939592cd063e6a,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369
