run_id,scenario_id,model_name,md_path,answer_char_length,answer_sha256
162,unknown,Granite 4.1 8B,run_162__unknown__granite_4_1_8b.md,2014,78fcaccb7f3cbb01dc720670ad81e7402e62b58deea9f9a8270e370a14d6acd4
163,unknown,Granite 4.1 8B,run_163__unknown__granite_4_1_8b.md,2160,7e1d33863f3e1b07df8c996b95231ab5b725cc1b20b2e4f237d34914fef3d09d
164,unknown,Llama 3.1 8B Instruct,run_164__unknown__llama_3_1_8b_instruct.md,2570,eec71eae407c1b641094820950b56dc9edd7eff68bb2954ec3f93e3d6ac3d509
165,unknown,Llama 3.1 8B Instruct,run_165__unknown__llama_3_1_8b_instruct.md,2652,1e7bf2dd4d178fcdf9a8ad114508150c4364516b7ec5a708e3b9feb54d953055
166,unknown,Llama 3.1 8B Instruct,run_166__unknown__llama_3_1_8b_instruct.md,3397,770dab877cd61d42b89412e5f93dec43a4aede203bacb363d213443120999f02
167,unknown,Ministral 3 8B,run_167__unknown__ministral_3_8b.md,2990,9557417490457e537643c580bf9ba5053d72b153c2653e122fb3e3b8de784299
168,unknown,Ministral 3 8B,run_168__unknown__ministral_3_8b.md,2960,1fd664204796c0926a3fd4b8902294cee47913734a5f1a008b3ff25bce36fa76
169,unknown,Ministral 3 8B,run_169__unknown__ministral_3_8b.md,2758,76f455f5ec120da41956cae32a14c255dd63eac264d05359581807906fa44641
170,unknown,Mistral NeMo 12B,run_170__unknown__mistral_nemo_12b.md,1489,f4718665af796aa3356b81f049beabd3bf9f279f2ac66090720966a87450af4f
171,unknown,Mistral NeMo 12B,run_171__unknown__mistral_nemo_12b.md,1745,2cb96817ee25129c6176c5501b7a12325d3bd5b8b43b9994aeba0e6b72ca834e
172,unknown,Mistral NeMo 12B,run_172__unknown__mistral_nemo_12b.md,2028,2521d5c0ce5db4b1f2324ca82845ed7388fa5bcffc1c511129e0183064bf41d6
173,unknown,Mistral Small 3.2 24B Instruct,run_173__unknown__mistral_small_3_2_24b_instruct.md,2763,13bc7afb25da2b551f5d6cb9d42c997850c158c31feb8dc36f3cc611540cd6c9
174,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_174__unknown__nvidia_nemotron_3_nano_30b_a3b.md,1806,d0119712a1aecc9e3d056eb82d864ea39e41e42b4edb2954215cee704acb08ae
175,unknown,Qwen3 8B,run_175__unknown__qwen3_8b.md,184,20f50fbbf342a9f187c74d5be0f3bf33dfe6f80e139ce1f0110d0d17dec97462
176,unknown,Gemma 3 12B IT,run_176__unknown__gemma_3_12b_it.md,3618,f5efce8d163a71aff16a098f3600f4b765c21e445179f7fbf6f42c896d6f7161
177,unknown,Gemma 3 12B IT,run_177__unknown__gemma_3_12b_it.md,3615,ffb99fcb987fb20bda128970baa27b53592645b225532771f75fef7ca42cd66b
178,unknown,Gemma 3 12B IT,run_178__unknown__gemma_3_12b_it.md,3805,4354d822a29056f89afeae8d2119b290f9e8092bbfccb39b6aac13239e1bbc1d
179,unknown,Gemma 3 27B IT,run_179__unknown__gemma_3_27b_it.md,3348,c75e6b7c55d78a3ae39456311a7bd7b9b07363cb628e87925dc0147842e48e79
180,unknown,Gemma 4 31B IT,run_180__unknown__gemma_4_31b_it.md,3774,bf194fe21b893173385379b00de54dc657a6d7c60843bd3456e1ced5eb5b9671
181,unknown,Granite 4.1 8B,run_181__unknown__granite_4_1_8b.md,8590,23da5ce029b4b73b542f3f78f26acbb39bd9b955059eab0d423b517e51f47141
182,unknown,Granite 4.1 8B,run_182__unknown__granite_4_1_8b.md,5695,62be35975b5c1b147cd7bb624950a163d2b5e700473d2a9da03a14826b765197
183,unknown,Granite 4.1 8B,run_183__unknown__granite_4_1_8b.md,3431,f947ee8efc1a6819217b4e874633d4a76840815193ad7402608c067ec3178605
184,unknown,Llama 3.1 8B Instruct,run_184__unknown__llama_3_1_8b_instruct.md,3793,0ce53ef3a6868e44d64272bbdf46d6436a52522c9dd9836666e95b518cc8b718
185,unknown,Llama 3.1 8B Instruct,run_185__unknown__llama_3_1_8b_instruct.md,24938,454846321903afe019167ea03b7f6dc18ecb4203fe8e4b0b0facd18510b8e20f
186,unknown,Llama 3.1 8B Instruct,run_186__unknown__llama_3_1_8b_instruct.md,3418,abdb7af1ad2df3cbc893130ec281210f5d0da19d9d96ab83e9b1d15610af8da4
187,unknown,Ministral 3 8B,run_187__unknown__ministral_3_8b.md,28413,f6a1496cc35be604bf6c38ae8784813fce088f9e8309a75f5eff67c8eee80b4c
188,unknown,Ministral 3 8B,run_188__unknown__ministral_3_8b.md,23990,5319b215f7bad272d40e3706eb0987a1fe19c487e04fa89f5ab0c3b35fd825f3
189,unknown,Ministral 3 8B,run_189__unknown__ministral_3_8b.md,11195,a784ad0556c79d393c80e16b1cc66ad8228714d81d7b55edf8fc261b1722a6cd
190,unknown,Mistral NeMo 12B,run_190__unknown__mistral_nemo_12b.md,2388,b7cbbb61393092360a60a9f855ddf9e75e6e88bb9c4096090d2932d1234d2543
191,unknown,Mistral NeMo 12B,run_191__unknown__mistral_nemo_12b.md,2455,65f79b2a676eefb4a43ee6b4c02276fa48a3c1971c3183ffd985340788140881
192,unknown,Mistral NeMo 12B,run_192__unknown__mistral_nemo_12b.md,2647,8208ae5ddfdabe9c4c8db9ea9fb488bb137c92123e2ed7c27fd88da2633e59f9
193,unknown,Mistral Small 3.2 24B Instruct,run_193__unknown__mistral_small_3_2_24b_instruct.md,3241,d45e8ddbc99ca43c698b639ee0da7de0b13a05549bb5d6bea67079cdcb70b55d
194,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_194__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2044,029c65434816ad567ac24f70da8dc582913487e1f611b0985ef5bf67a460531a
195,unknown,Qwen3 8B,run_195__unknown__qwen3_8b.md,188,cada51534478264516531accd25ae5704699102ecceb7c3e4f0eddb5c1c1bb4e
196,unknown,Gemma 3 12B IT,run_196__unknown__gemma_3_12b_it.md,4855,fc07ba41515513eaae5ac6c6d08cb1f81d07ca4238cdc98058153c49a17af150
197,unknown,Gemma 3 12B IT,run_197__unknown__gemma_3_12b_it.md,3828,d1ae59a7aec1f477473be6c9ecbcb33951162bda7aa626b537b44e01e4628953
198,unknown,Gemma 3 12B IT,run_198__unknown__gemma_3_12b_it.md,3783,207450a96261ff83ebf6e287c4717d2233125f7a48937302fdc37fc82fe246b5
199,unknown,Gemma 3 27B IT,run_199__unknown__gemma_3_27b_it.md,4235,61f4c39d2e17613d30652f01a2bc0ef4e34edd839566f947697c1114c4137534
200,unknown,Gemma 4 31B IT,run_200__unknown__gemma_4_31b_it.md,3274,f4996675dfea943433a4d02d86c57a796aa001937d7e5ea0b5cf46c4f5d65212
201,unknown,Granite 4.1 8B,run_201__unknown__granite_4_1_8b.md,4098,d027eae1b8770819144c2ac742e5a70a841759f83dd9ad36e1540ba659217aca
202,unknown,Granite 4.1 8B,run_202__unknown__granite_4_1_8b.md,4403,c37093fa484770c171fa736d909a56ec472410d75bcdde8ba42363d127050cec
203,unknown,Granite 4.1 8B,run_203__unknown__granite_4_1_8b.md,4225,eba1d61677c464170ade4ff6c175596d67e64dee7060e9e17bbe777260be21a2
204,unknown,Llama 3.1 8B Instruct,run_204__unknown__llama_3_1_8b_instruct.md,25961,d1478bf26955a861df4534d826a9aa3d41f50f1c33ca2b850a02249e3443f907
205,unknown,Llama 3.1 8B Instruct,run_205__unknown__llama_3_1_8b_instruct.md,3414,446a3322da3609912551e0f42ddb262bac53591a17a52c23bec9b16e6779f228
206,unknown,Llama 3.1 8B Instruct,run_206__unknown__llama_3_1_8b_instruct.md,3061,f409a9f3a5161aa3ebbe2ebe09238040b90ef4c89e705350e6f266a54f3519e2
207,unknown,Ministral 3 8B,run_207__unknown__ministral_3_8b.md,6449,404d258e3807c66d210a183de8dfc1dcf2e38bd41953594f1ab49993a05d0406
208,unknown,Ministral 3 8B,run_208__unknown__ministral_3_8b.md,5114,4e109e5a55be092537d9f9f79ba2ba147f85ba1271d111ffe1a14a6947aa8091
209,unknown,Ministral 3 8B,run_209__unknown__ministral_3_8b.md,5212,1d50f21230c18d917f3dd98801853d918be03342e3cc4a57baa618936fea98c5
210,unknown,Mistral NeMo 12B,run_210__unknown__mistral_nemo_12b.md,2619,5c711b96232d83e2b1ab4291d74df013ef504ce8e35a6f960ef45bd11f4a04c0
211,unknown,Mistral NeMo 12B,run_211__unknown__mistral_nemo_12b.md,2832,123b89a6c03039e3ec8c3807ae7f2af2f658314288650608129e5358da6f24fb
212,unknown,Mistral NeMo 12B,run_212__unknown__mistral_nemo_12b.md,2349,616660476c8090dad63df2089e2067d1473ab350252f7b5e0d7db6e8e7575020
213,unknown,Mistral Small 3.2 24B Instruct,run_213__unknown__mistral_small_3_2_24b_instruct.md,3652,c986c824babf7f7919679a6fc2ef43a50909ce6bd631169f4931edaecf2d623d
214,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_214__unknown__nvidia_nemotron_3_nano_30b_a3b.md,32394,82c8eaf19fa68122627cb49bc691966fbf8df58a6d8c9d32ac235a4cc7a409b7
215,unknown,Qwen3 8B,run_215__unknown__qwen3_8b.md,161,c9a3391af55f13cebc2962e5ec03dfd42a90f94ae1ffc5156844e938ddb2e270
216,unknown,Qwen3.5 9B,run_216__unknown__qwen3_5_9b.md,6052,08c97ec798d97c7cba507435244e2c29ff7c813641ef56bd24802a7be697b5c3
217,unknown,Gemma 3 12B IT,run_217__unknown__gemma_3_12b_it.md,3102,26bed5c5fda36a0042a8a6b2874d556ffac33af19cddd2e1e561536f719cf780
218,unknown,Gemma 3 12B IT,run_218__unknown__gemma_3_12b_it.md,3464,0d610daaf8911ec6fa77b2d5b7a63fbef057bee115cd98ff037f937956bd6668
219,unknown,Gemma 3 12B IT,run_219__unknown__gemma_3_12b_it.md,3189,f821d3ff099b8febe6a4bef3303fed123a0dbf791e82fecfc8039fe786f88653
220,unknown,Gemma 3 27B IT,run_220__unknown__gemma_3_27b_it.md,2965,5b45dc30aa59772a7686d05c5bb0afe942ba3785a024f4904e2bf2d346a9b2d0
221,unknown,Gemma 4 31B IT,run_221__unknown__gemma_4_31b_it.md,2923,adc260d24033ff4203f0cd2f08177e02d42cea7d9367beaf3835447dc9f789dd
222,unknown,Granite 4.1 8B,run_222__unknown__granite_4_1_8b.md,3878,969870e0d1ecd8784f1d885edaf6284cc05b5d2ac4d76f45c297ac7df3228803
223,unknown,Granite 4.1 8B,run_223__unknown__granite_4_1_8b.md,4588,7795cad5aa2d5be20f80ba7d23a5ac58fa5797514f954ec9e83a3a2bd3e62b5d
224,unknown,Granite 4.1 8B,run_224__unknown__granite_4_1_8b.md,4518,0f80821d35e956d5c0d42c89f60366bf3b146ab8cb69a40de4012afab159a9eb
225,unknown,Llama 3.1 8B Instruct,run_225__unknown__llama_3_1_8b_instruct.md,2471,8e283804ea0943a328ed93149be31771c13bdc1cb0e573018dcd5fd788647e92
226,unknown,Llama 3.1 8B Instruct,run_226__unknown__llama_3_1_8b_instruct.md,54864,90e9bca504b240bb8984a38fe82d9851b39374c7c84e0b884bc8dcf888be9cf1
227,unknown,Llama 3.1 8B Instruct,run_227__unknown__llama_3_1_8b_instruct.md,2177,856bdbda896bfb06342d9033e1eb5e2765437ea2926802c8c65a8895999054ed
228,unknown,Ministral 3 8B,run_228__unknown__ministral_3_8b.md,4488,513578916229e368b0ddec878b249aba6dbfe1f6067554a0a1b866efa2aa9cd0
229,unknown,Ministral 3 8B,run_229__unknown__ministral_3_8b.md,3910,ab3fefa0f19184db4cc8221b83592a251c48faa6168b936188724d21821f9110
230,unknown,Ministral 3 8B,run_230__unknown__ministral_3_8b.md,3141,4c2fd11741a099f21b8f17641027c95d234f95ce90b0277674f4d78b18bffb1e
231,unknown,Mistral NeMo 12B,run_231__unknown__mistral_nemo_12b.md,1788,90bfa0ec4e9ed50c7bde8a49cd491e4fb3cbdc94328aa8981b75b560cba20340
232,unknown,Mistral NeMo 12B,run_232__unknown__mistral_nemo_12b.md,2241,a4c6c15259cb0ef1388d6e5495b1d21954b0e2e203c33cc5955df38a3d39136d
233,unknown,Mistral NeMo 12B,run_233__unknown__mistral_nemo_12b.md,2002,d4789aba241e780133357fe14df5d775b2cef402a609dd041f3d193eaf489f57
234,unknown,Mistral Small 3.2 24B Instruct,run_234__unknown__mistral_small_3_2_24b_instruct.md,2830,2cf0261c7f725f246b66ab45ce3eb87ee997dbf8b5e275400798ad081b0f183a
235,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_235__unknown__nvidia_nemotron_3_nano_30b_a3b.md,29048,e35295a765e9c052d618bdda2298999152d58e1374ee2cb7562b50820113055f
236,unknown,Qwen3 8B,run_236__unknown__qwen3_8b.md,127,2236b1c1c15d58e30810f9ea02f5e747c8c69fc133efc2a1c5f5e31317ccfcc1
237,unknown,Qwen3.5 9B,run_237__unknown__qwen3_5_9b.md,3601,0b706c6673313177dda80388cb98d5829236dd7ab3ae58c62a3684a69a3f67ef
238,unknown,Gemma 3 12B IT,run_238__unknown__gemma_3_12b_it.md,3570,864d90dd53282cf11a6516c8b713de6ad9a5986923fd2faa6bc565f8eaf3a06c
239,unknown,Gemma 3 12B IT,run_239__unknown__gemma_3_12b_it.md,4761,b014f52b5587e77046a1ae14e34864a9447ae49070648d626ddef85c2ff3b5ce
240,unknown,Gemma 3 12B IT,run_240__unknown__gemma_3_12b_it.md,4172,25d7001b445c4885b9b42f3cb0f1455b3d33a802b6712b48e8af88b0f218e485
241,unknown,Gemma 3 27B IT,run_241__unknown__gemma_3_27b_it.md,2606,8f932d3a0488d4ee7d9cdd06f1449fc584ee43d8db8379244a54e27ddecb9bb1
242,unknown,Gemma 4 31B IT,run_242__unknown__gemma_4_31b_it.md,2654,cd583e8a943a2fd1ba3ac6c06c1aa503d6d6c95bf591762fcedb7d2330790fa5
243,unknown,Granite 4.1 8B,run_243__unknown__granite_4_1_8b.md,3598,be53c5ef1303140c82444e56d3c595ddf4fc5d31f24ac43dbab591ee03257bf1
244,unknown,Granite 4.1 8B,run_244__unknown__granite_4_1_8b.md,7229,37e73b2ed04ac528ba3d6d5689362292074946e9dac125c25ae0754b4939b980
245,unknown,Granite 4.1 8B,run_245__unknown__granite_4_1_8b.md,4194,d5484e8206443a108d757fb0d41132963871201526aecb6af21ca7a5b207e95b
246,unknown,Llama 3.1 8B Instruct,run_246__unknown__llama_3_1_8b_instruct.md,2988,b68d89b6d8e42c69fd02381b1f2486978b3dd2e5d1227953b2267317564154d0
247,unknown,Llama 3.1 8B Instruct,run_247__unknown__llama_3_1_8b_instruct.md,2691,999bf2a40f62be314e6533a87ac60db5cb5976f7309616053af0ed12b7bd0a4f
248,unknown,Llama 3.1 8B Instruct,run_248__unknown__llama_3_1_8b_instruct.md,2483,bcfa2eadf1ba184f5e8fccf45f6e140cc7255f990e65e050f35a2951f9ed8575
249,unknown,Ministral 3 8B,run_249__unknown__ministral_3_8b.md,5676,67aeefa90e2bbd2feea630125d11d2be81f6f3d120b62dbee96f70b5d794fd5f
250,unknown,Ministral 3 8B,run_250__unknown__ministral_3_8b.md,5220,a16891d7c85fcb9d8fad655dddb6514dc081aa6576290264eab4c7e8412d082a
251,unknown,Ministral 3 8B,run_251__unknown__ministral_3_8b.md,4374,baef170b3e71a238cfd04e87e58b9df1eea8ea2d8ee2a450c9f966f480d10ea6
252,unknown,Mistral NeMo 12B,run_252__unknown__mistral_nemo_12b.md,2932,d8ebcbaf75902b47ed3b3a2637f9878289fc074e5c2ebee7b0a1b98d2a9b9b59
253,unknown,Mistral NeMo 12B,run_253__unknown__mistral_nemo_12b.md,2543,f4fb482b9dbe13dc054c4cdee9cbd24c25b7bc8f2f9c12c802073f47545ebf7d
254,unknown,Mistral NeMo 12B,run_254__unknown__mistral_nemo_12b.md,2525,df08806dd89769bfd2117c5db9aad10a8935a265f7153450fc4a101626c94ab8
255,unknown,Mistral Small 3.2 24B Instruct,run_255__unknown__mistral_small_3_2_24b_instruct.md,2849,1546f08bfd6185b6d0516d9f1db93dfea648f864c8719f384e063f43000b3022
256,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_256__unknown__nvidia_nemotron_3_nano_30b_a3b.md,913,64e0c7b68ec6c7d4d33655d8fb0bc9400cd3dde8da51ed354357f47b671cfff6
257,unknown,Qwen3 8B,run_257__unknown__qwen3_8b.md,166,9f48b0b633a49745ef4928090c13e498c8c442d0ad0eb715987cc1d93b2225aa
258,unknown,Qwen3.5 9B,run_258__unknown__qwen3_5_9b.md,3649,99916a14575f4fa458bfb8860af24f467c8681c22bbb8693d6eae04c413cc705
259,unknown,DeepSeek Reasoner,run_259__unknown__deepseek_reasoner.md,2717,2b1f4082b1bccfb9c4f1095c11dbfdd4823d390ee405c940123e9e063a60f6ac
260,unknown,Gemini 2.5 Pro,run_260__unknown__gemini_2_5_pro.md,6936,4a810caa0dfc9155073402e5c1266f1b2de2e98181eff1a50b74fed6986b1099
261,unknown,Gemma 3 12B IT,run_261__unknown__gemma_3_12b_it.md,4703,ee5bf45c266700c8467afa4e2668565e75a8089b243a984c314b4d5075227979
262,unknown,Gemma 3 12B IT,run_262__unknown__gemma_3_12b_it.md,4515,7cf5f3f8d09be5bcda1167f27dd18e458cba7e8efadc91faf42f2d6dbd1113f6
263,unknown,Llama 3.3 70B Instruct,run_263__unknown__llama_3_3_70b_instruct.md,3536,29852c85702db19f181a704151fbd7fe6a636d2583f9aedfacac0b2cacc68473
264,unknown,Mistral Medium 3.5,run_264__unknown__mistral_medium_3_5.md,8599,6658fe5e78f004a0b2d13f10755af630d3ec34b19b0cfc42e25a3753ef426224
265,unknown,Mistral NeMo 12B,run_265__unknown__mistral_nemo_12b.md,1463,4493a93de4498e20b0819db52dbe214c4f938dccb0c7fe632bea58a4e7eff3ed
266,unknown,Mistral NeMo 12B,run_266__unknown__mistral_nemo_12b.md,2100,f1ec2c74bda09b936da8958739c1d713a30f140d5b8aa4e99b2d6ef7f1a2373a
267,unknown,DeepSeek Reasoner,run_267__unknown__deepseek_reasoner.md,3534,d2e3e64c0cd7cbd2e219c027d492f7dea57d796232cecf60386d71494d6222b9
268,unknown,Gemini 2.5 Pro,run_268__unknown__gemini_2_5_pro.md,7335,367c0be5d8436d7d58cab941d7ed10dd45b71b5e6cc291b7bb6e512f2623d99a
269,unknown,Gemini 2.5 Pro,run_269__unknown__gemini_2_5_pro.md,8073,21c731d3aaf443e9ba9f40a7b9b8d130d1501258d1a667c9a0919370cc1c8ad7
270,unknown,Llama 3.3 70B Instruct,run_270__unknown__llama_3_3_70b_instruct.md,4240,781b8643bf0e619022ddc4c9b40ca5c3644d9c972c5cca53e78a06966386c7cd
271,unknown,Llama 3.3 70B Instruct,run_271__unknown__llama_3_3_70b_instruct.md,6988,9ff06921473a56d457ca9266ca8c6a60ff92e67a247ad1d1a0b7f29095c57725
272,unknown,Llama 3.3 70B Instruct,run_272__unknown__llama_3_3_70b_instruct.md,4160,a826d9bcbb24093c38b39f9261f520a45adeb658788a668431b8e556f8df4a00
273,unknown,Mistral Medium 3.5,run_273__unknown__mistral_medium_3_5.md,22248,05f8446c741a06b5f326c7fb318d3239e1b3dc9d982471a0a9b637fd788c43ce
274,unknown,Mistral Medium 3.5,run_274__unknown__mistral_medium_3_5.md,12733,1cf081d5d6ecfd2ca0adb4e3a6f282e171079042f398222367bb32081094d4ad
275,unknown,Mistral Medium 3.5,run_275__unknown__mistral_medium_3_5.md,19099,9762bceec8c67cc435ca9a56e267b4f7a310e98f538994d1ff5710c4d8c74aa2
276,unknown,Gemma 3 12B IT,run_276__unknown__gemma_3_12b_it.md,3724,d3389209d7df7dbf987ecaad830ff6e6844bc01fd89fd76f7cf86602ab12e593
277,unknown,Gemma 3 12B IT,run_277__unknown__gemma_3_12b_it.md,3911,cc5a6214fa93f8791b29a3b11e140d54d0ae1414325594077e89dfb38396719f
278,unknown,Gemma 3 12B IT,run_278__unknown__gemma_3_12b_it.md,3557,f1aa4a8d9492b12c02fff09608b79286ba2ad8297fc3ed58585cf9dd8b8c37bc
279,unknown,Gemma 3 27B IT,run_279__unknown__gemma_3_27b_it.md,3655,319f95b0237b6acec6ec9a7bfbc5b256c011c23e9af4197eb24f62096751eb45
280,unknown,Gemma 4 31B IT,run_280__unknown__gemma_4_31b_it.md,3047,d0c241e40a55c58a7ea6cbbbb3bdb194f2ddb4b97f533da775e85a17adfae401
281,unknown,Granite 4.1 8B,run_281__unknown__granite_4_1_8b.md,4855,207195c0ceb7ae43a244b038c680ec28b943fe88796912aded4287bf81dc2a03
282,unknown,Granite 4.1 8B,run_282__unknown__granite_4_1_8b.md,3822,2e5436650f43f11618bef8c298833ac856d335e5d46a8e43f7baaa7a90f8b86f
283,unknown,Granite 4.1 8B,run_283__unknown__granite_4_1_8b.md,4486,9ae7921717a6c935a2f2bccf7870243176aa39360f63eed41a1c1d3f0a5f4283
284,unknown,Llama 3.1 8B Instruct,run_284__unknown__llama_3_1_8b_instruct.md,3038,5b453f7360ed6b579cb3393fa032f3203da1e7b867e00ba10968a484348769e3
285,unknown,Llama 3.1 8B Instruct,run_285__unknown__llama_3_1_8b_instruct.md,3000,2b70e436e6d03793daf47819300f4819235d31506474622cd6d04584e7d4b6c7
286,unknown,Llama 3.1 8B Instruct,run_286__unknown__llama_3_1_8b_instruct.md,27129,baf6561f094ada7c1c984b142a17ffd09136ae4f0f8232d54c1ee4e95479e33b
287,unknown,Ministral 3 8B,run_287__unknown__ministral_3_8b.md,6307,7a1dd2bfe242e26bedfe8f1914455b60a490d5c981fa1e32caf47c1de1d1eeed
288,unknown,Ministral 3 8B,run_288__unknown__ministral_3_8b.md,4627,294d5fa98ac5743bee5d678b1fe18f6590390e74f3383e65d1f906844ddeed1c
289,unknown,Ministral 3 8B,run_289__unknown__ministral_3_8b.md,3957,3bff0f415374f644828b1c1d55e1064b198321405ef62c9f5a4315221c3dad36
290,unknown,Mistral NeMo 12B,run_290__unknown__mistral_nemo_12b.md,2655,3bd9ab592ddee8c87aa4a574078fe798c96dcd5b487e6736d1aab13dfbc2e498
291,unknown,Mistral NeMo 12B,run_291__unknown__mistral_nemo_12b.md,2491,6cca2ff55c3ac0417a0bf14c65f80838afe0c18702b5f24a7220b389e76f9705
292,unknown,Mistral NeMo 12B,run_292__unknown__mistral_nemo_12b.md,2522,40feca1bd9cd63362f0161ad3e24919f5d3ef6cba8f7767b7e9ba2e04a202b59
293,unknown,Mistral Small 3.2 24B Instruct,run_293__unknown__mistral_small_3_2_24b_instruct.md,4129,59a0b70f454888da444f898c07ae7cd1a3a8bcd67d52f5ac73bfe94f260cd4c2
294,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_294__unknown__nvidia_nemotron_3_nano_30b_a3b.md,2098,904c5d5c7b879194cdd80d8533fb6b35d865c0f992e508160374f1611a574974
295,unknown,Qwen3 8B,run_295__unknown__qwen3_8b.md,158,4933192c06bbc36fde6434eedb2be9c45516faccd1795cafb3ab64e065b992f9
296,unknown,Qwen3.5 9B,run_296__unknown__qwen3_5_9b.md,4581,822c2b1a874d0ca284cd733e3fe2f60a47359254572e49f06f1497e93b29a5ac
297,unknown,Gemma 3 12B IT,run_297__unknown__gemma_3_12b_it.md,2929,558433921f0fb6efeacb0a66053b71db18ba6885c40a5592942ee73c73ea73d1
298,unknown,Gemma 3 12B IT,run_298__unknown__gemma_3_12b_it.md,2874,400d00eb256a3bcc127659db1a6e800bea12aa0dae5dc669e8061e87091aedae
299,unknown,Gemma 3 12B IT,run_299__unknown__gemma_3_12b_it.md,2698,f7c7cb2d7fbb009dd9ee5d3e1475f2813a2b334f2ad429b51ca0a316f9d91005
300,unknown,Gemma 3 27B IT,run_300__unknown__gemma_3_27b_it.md,2172,8d1b9774f3e88549fcfc66aa5d9eea84fcc92a42a4937fe83a80b24a389aa10f
301,unknown,Gemma 4 31B IT,run_301__unknown__gemma_4_31b_it.md,2548,a2ef06190c13685c237326613c1f38ad3a609aee0d9d5e5c7bd2b6ffae9a4dcf
302,unknown,Granite 4.1 8B,run_302__unknown__granite_4_1_8b.md,1984,cf1e956fe007ccbc5e0bf2bb15f57c154824b0d3904148e7314aabb9db43328e
303,unknown,Granite 4.1 8B,run_303__unknown__granite_4_1_8b.md,2216,f31ff12cc2a045d5e3dcb8862431fd0d1f3a4002e0b8fff6305165fcc7b45dcd
304,unknown,Granite 4.1 8B,run_304__unknown__granite_4_1_8b.md,1882,59079598bb95eb10378c9e9c26bd8e15f57c473e6fa9a6c6d0d01a45dd459832
305,unknown,Llama 3.1 8B Instruct,run_305__unknown__llama_3_1_8b_instruct.md,1585,868fac56e48cae944b0d3a91824c3e06d4363b429329a63732ae888990be4342
306,unknown,Llama 3.1 8B Instruct,run_306__unknown__llama_3_1_8b_instruct.md,1729,3aabd2500f46070ec34ca62e04129b92dadddcb49b14898db5cfc3d309c9964b
307,unknown,Llama 3.1 8B Instruct,run_307__unknown__llama_3_1_8b_instruct.md,1653,3951b3ffc23e72315eb8b2294254d70468a5a7d5c0b1c7fec4c43d82bb0415e9
308,unknown,Ministral 3 8B,run_308__unknown__ministral_3_8b.md,3486,654f77dbc69167d77b611c591284030a0a56ee4b6e1c22ba8a463b12b9995c1f
309,unknown,Ministral 3 8B,run_309__unknown__ministral_3_8b.md,2718,e6bd74446e4a353638e5908d6de5a9d3da2f9800579ede29046f45e68a486083
310,unknown,Ministral 3 8B,run_310__unknown__ministral_3_8b.md,3706,92b1e94d4be4fd7f9be4b4c1e482f12f0d84cac47b5532668f6c477f44743e10
311,unknown,Mistral NeMo 12B,run_311__unknown__mistral_nemo_12b.md,1668,c8807a1aee5f2573584defbedfb4529194e411b9a12ed4ae67858debb6d07be2
312,unknown,Mistral NeMo 12B,run_312__unknown__mistral_nemo_12b.md,1280,764dfc018defa8aef34e71eb233d248b5c17391e24dbcc9d1529fb3d86a7000a
313,unknown,Mistral NeMo 12B,run_313__unknown__mistral_nemo_12b.md,1704,60dd5e61ff45ab6f2ccb3313f9a2c826bc05ea2f1ce4c4d5e31d6419efcd3f23
314,unknown,Mistral Small 3.2 24B Instruct,run_314__unknown__mistral_small_3_2_24b_instruct.md,1546,d69eff6e18ad08e85ca9e76893ccac06e0dc9aefa733c081923dd5f2c572369b
315,unknown,NVIDIA Nemotron 3 Nano 30B-A3B,run_315__unknown__nvidia_nemotron_3_nano_30b_a3b.md,27744,0b062cfad7d34baba3af912a6a5e0d6a32f57ea3251557ecc9c34272b97d1a40
316,unknown,Qwen3 8B,run_316__unknown__qwen3_8b.md,108,985627d1c4244bf41d99f461bb0e41d597afc8747f7a34bf2c83ab82f34d6d9c
317,unknown,Qwen3.5 9B,run_317__unknown__qwen3_5_9b.md,2828,68c09dfed2c70788e089a1e2204524435d0fa7bb19ad421294f43734b7ccf663
318,unknown,Gemma 3 12B IT,run_318__unknown__gemma_3_12b_it.md,4035,6ced94cff3e1d68ec436d6f11b0e411127034e9920bbb55aa9d3454debec4e19
319,unknown,Gemma 3 12B IT,run_319__unknown__gemma_3_12b_it.md,3700,73b80ee3833abd8a6d3e7a6ddf04f4baba193bd77e271ec78d134aebb47694a9
320,unknown,Gemma 3 12B IT,run_320__unknown__gemma_3_12b_it.md,4045,4aa8bef97acf9d12c5302929130f8074de618cb9a8624c639aa9836b4fcd41a2
321,unknown,Gemma 3 27B IT,run_321__unknown__gemma_3_27b_it.md,3299,a5a3b471297a8d5a3f99acb19a674cea2e82a289029682e0ea1c0d710f95b7f8
322,unknown,Gemma 4 31B IT,run_322__unknown__gemma_4_31b_it.md,2996,0a4141c5962358aeb8eedc4d9cc2deb5f8636d1b37a5439c306a1e71233e4bc4
