batch,scenario_id,category,model_name,deterministic_grade,extraction_status,helper_status,bert_precision,bert_recall,bert_f1,candidate_full_text_length_chars,candidate_no_final_text_length_chars,reference_full_text_length_chars,reference_no_final_text_length_chars,candidate_removed_chars,reference_removed_chars,final_block_removed_candidate,final_block_removed_reference,source_run_id,reference_source,candidate_source,candidate_no_final_text_hash,reference_no_final_text_hash
V2,SR_ROCKET_001,Special Relativity,Ministral 3 8B,FAIL,OK,OK,-0.44235607981681824,0.023690689355134964,-0.2188279777765274,1264,1103,714,714,161,0,True,False,b43a15c6-f44a-490f-9780-8498520180c6,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,52c95a7205d842b18fbc1b73655de1cac10abfe77e3f1454c0952f0205cdbf14,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Mistral NeMo 12B,FAIL,OK,OK,0.8562731742858887,0.8701711297035217,0.8634365200996399,940,755,714,714,185,0,True,False,dc36a2b4-f64b-443a-b417-a32edd88612a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,9cd6f5c82555233f170d38c92a546209c20ecf6b1a00b748ae362336430e9d50,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,SR_ROCKET_001,Special Relativity,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.9729657769203186,0.9708966016769409,0.9719769358634949,874,715,714,714,159,0,True,False,8dd9d539-5113-456a-ad1b-2987c0bf85c9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,57c8ead584c91ee84a62c5b00aee22dbf3be2983d48284d1e3b4884f92d19e07,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f
V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 12B IT,PASS,OK,OK,0.743406355381012,0.8453662395477295,0.7942693829536438,852,687,656,656,165,0,True,False,863e22f3-01f3-468c-994c-0a868b72a3dc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,03a96ddf4568c0fda81cb368624a931cb9e9371b94c6b0caea69f03723320168,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Gemma 3 27B IT,PASS,OK,OK,0.9386966824531555,0.9197618961334229,0.9293287396430969,809,644,656,656,165,0,True,False,a82bb41e-4662-4d67-95ff-851677b05abd,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,18f34f71525862dbac107dba576a046f396b1475e0e40e7aa947dc6beb61197c,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.9288738369941711,0.9492805004119873,0.9391590356826782,833,668,656,656,165,0,True,False,8032048a-8e04-432c-b3eb-aab06ea4d99e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1c40f7d88baf69a02ee719a268588a12d38dda08cf803e98b5a6af70fb799c29,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Granite 4.1 8B,PASS,OK,OK,0.09337523579597473,0.48954248428344727,0.28512319922447205,1143,983,656,656,160,0,True,False,5f22cbbd-f1ee-4af0-aa42-2c057e6b9037,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,cc61c117c8425a11e1352932afc529f98a7c8b4255b1f71ebb0ade47f53c2025,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Llama 3.1 8B Instruct,PASS,OK,OK,0.5860481858253479,0.7608038187026978,0.6726008653640747,903,725,656,656,178,0,True,False,7ccc748d-227f-4678-a6d4-a73a86a210d0,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,d359edc875dcd720b205bab28d60c52e69aa5666d0f4c3d1f36966abecfbfa31,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Ministral 3 8B,PASS,OK,OK,0.5155951976776123,0.745660126209259,0.6288585662841797,927,758,656,656,169,0,True,False,06aa69b6-039e-4f7c-91d6-191279776ccc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,b011a14187f242f5246fbec8e43055769c5d7f9aa22e475dbd2e2e22ec29dab7,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.8879496455192566,0.923728883266449,0.9059381484985352,841,675,656,656,166,0,True,False,1578b708-15cc-4472-862d-060fbdc5e95c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,3cc08fb9751b40c93a38b1d497c551a93b833f80af38ffa19e9d104a4e557c1f,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V2,STAT_ISING_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.9327501654624939,0.9141486287117004,0.9235584735870361,807,643,656,656,164,0,True,False,9e6a063d-dc82-49ce-aceb-7ac5aad0e02b,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,5aebd9f2f20b67f72ba2d87384605f2b7ae258bc30b87826d00b24c2f4cfc112,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26
V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 12B IT,FAIL,OK,OK,0.8373737931251526,0.8723019957542419,0.8550217151641846,885,635,622,622,250,0,True,False,d3255966-d397-4024-81e3-275d475b382f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,49f9d79c57580092d73c9dc2031ad3d7e4cdf0ac9c9ab394f3025857396ff020,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Gemma 3 27B IT,FAIL,OK,OK,0.9378979206085205,0.8993979692459106,0.9187162518501282,849,600,622,622,249,0,True,False,d678fa6d-f25c-4af8-bc83-9067f0531bcc,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ccc77e729d6af07edb52b94ebe8cd7254f115a59a28d870ee809ed91ae969cdf,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.9419533014297485,0.9571363925933838,0.9496172070503235,912,631,622,622,281,0,True,False,4626221f-f5e2-47b7-9c73-7930e0977b54,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,830b7c27d051c6157454b847bf6d2ec7d9b314de99833fc25f66180f77685862,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Granite 4.1 8B,PASS,OK,OK,-0.319568008184433,0.17546355724334717,-0.08287616819143295,2106,1831,622,622,275,0,True,False,d410a814-2896-4137-8dcd-4ea1e3fde257,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,d696a463a79fb348e8bfdef49a6463626fbde7d75321f2fee2b99b71a9708b53,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Llama 3.1 8B Instruct,FAIL,OK,OK,0.8666207194328308,0.8572542071342468,0.8621577024459839,845,616,622,622,229,0,True,False,c5b81f9e-4521-4354-8a5d-745ff4c05bcf,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,a74a67c6e023052f3b3c0c9f5f79aba9b7a22506bbd8c57e0354c5f23bac8c6d,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Ministral 3 8B,FAIL,OK,OK,0.31931331753730774,0.5690554976463318,0.4421986937522888,1055,801,622,622,254,0,True,False,8d88ebb6-c7fb-48bf-8150-c24d1049670c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,4baab1ce880287b6540aa37880011c1dc722395f53ee8910748fef99200305ab,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Mistral NeMo 12B,FAIL,OK,OK,0.9502855539321899,0.9275625348091125,0.9390004277229309,877,608,622,622,269,0,True,False,4e065114-6895-4037-9f9c-d85e9790bfc5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,113e32dede0005593bd86a6ac3c3a80c14bccb5941144a5651436eb4fadd0588,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,CM_APSIDAL_001,Classical Mechanics,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.9844661951065063,0.9843989610671997,0.9844576716423035,873,621,622,622,252,0,True,False,e4082586-1169-4679-b9af-5b1bc02b93ae,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1f4bb33934bc7612e73bc9dbf0b8242b1c7c4b67fecce082f4862521a62f88da,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe
V3,COS_DL_001,Cosmology,Gemma 3 12B IT,FAIL,OK,OK,0.7804955244064331,0.8398923277854919,0.810350239276886,890,663,611,611,227,0,True,False,95f6ba98-9ad9-4743-98f6-e08bef51a990,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,cabce354fd21dc2cd9f9aa92a107f49bf1584c4d35a0e2833b8dc2894389c13f,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Gemma 3 27B IT,PASS,OK,OK,0.879957377910614,0.8905017971992493,0.8854113221168518,839,606,611,611,233,0,True,False,218ab9ee-bcb4-4ea8-9ea5-27f50255759c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,635c1172bdde02b1cc9a888e21e6a3f34bb2e94ee7f2eea89fe5abae20609d55,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Gemma 4 31B IT,PASS,OK,OK,0.9603787064552307,0.9722846150398254,0.9663804173469543,852,616,611,611,236,0,True,False,9b43c249-fc19-463d-9f32-928d33522cd0,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,df5022c1a3258cb53e4ca6c0b87e0b48113d07eba04bdc48ad2d81e3f3ba627f,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Granite 4.1 8B,PASS,OK,OK,-0.2589513659477234,0.07747730612754822,-0.0947883203625679,1610,1382,611,611,228,0,True,False,34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,631a94a4aa204700c436b306c9549fd934ac2883965b3a7057c78c2fac8958d2,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Llama 3.1 8B Instruct,PASS,OK,OK,0.8774740695953369,0.8587815761566162,0.8683263659477234,823,592,611,611,231,0,True,False,b4d6a91d-fa00-46eb-bfa4-4bd21487259c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,92bef3226a782a85051fcc91c11c652d651dc1f50818c2cc5a7f1d7a8115b742,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Ministral 3 8B,FAIL,OK,OK,0.3356098234653473,0.4683954417705536,0.40215224027633667,978,747,611,611,231,0,True,False,7e158b39-fc5d-4ba7-86a6-70440815a664,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1f6f2cd462a953ac824daba54f9e053fd5627d9c157531d93688ac282940fa73,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,OK,OK,0.886929452419281,0.8859776854515076,0.8866381645202637,849,614,611,611,235,0,True,False,4f06ea18-7b13-4c03-a4a7-37036abe296d,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,19967e75d47ea6970e4defd4ffa67ee7c5365e7c1e265ffc3e598406769416c8,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,COS_DL_001,Cosmology,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.9447702169418335,0.9370200634002686,0.9409887790679932,838,607,611,611,231,0,True,False,47ac3873-4e9b-418a-8076-151b5dd3d817,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,c9b5228854c32b3bb0cd01fd025a23c8be9d708c274609aca7d98449f9bbf548,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79
V3,GR_GPS_001,General Relativity,Gemma 3 12B IT,FAIL,OK,OK,0.8218855857849121,0.34230366349220276,0.5723583102226257,861,673,1342,1342,188,0,True,False,0ada0fb0-29cc-4f10-b31a-705df74e52ae,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ea631efec1b2703f255c00ad590fae511c11b90073783efcc6e5060df8934d76,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Gemma 3 27B IT,FAIL,OK,OK,0.6077525019645691,0.29539167881011963,0.44793546199798584,976,782,1342,1342,194,0,True,False,e7473180-0785-429d-84d1-b9888a90bff4,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,5be4181dca521680c69714820b30296d79186d945a3671f854abadb2988ebd38,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Gemma 4 31B IT,FAIL,OK,OK,0.17788340151309967,0.1819062978029251,0.1812264770269394,1397,1204,1342,1342,193,0,True,False,83128479-f3b5-4076-b4d8-697f3b7632f1,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,42751778c43f6bcd6f96c88deb7567cac54f34f58027b3cce72b2fb1c38b372a,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Granite 4.1 8B,FAIL,OK,OK,-0.12685616314411163,-0.20381633937358856,-0.16375485062599182,2743,2553,1342,1342,190,0,True,False,9991d196-4513-449c-9fa5-bc9e85fe608f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,493647ee574148b87d40ebfb95ff2a55bab7379fda647d07e958806326ada3b6,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Llama 3.1 8B Instruct,FAIL,OK,OK,0.01276786345988512,-0.13108670711517334,-0.058501631021499634,2890,2890,1342,1342,0,0,False,False,637b75a5-6869-433d-b669-e89b15b2555e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,dc84211f107d2df90df9f15cad6fb79881da2ace361561f6f3b3d2677283c277,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Ministral 3 8B,FAIL,OK,OK,0.427812397480011,0.20313717424869537,0.31418243050575256,887,695,1342,1342,192,0,True,False,30e59015-74c8-4d8c-abe8-a916e9150032,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ccdab08a008a567692b8230df657dc6df628d8f74cebf31d8f0600f916f3a7e5,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Mistral NeMo 12B,FAIL,OK,OK,0.20418144762516022,0.09970039874315262,0.15278103947639465,1172,979,1342,1342,193,0,True,False,69fbc5d3-4c42-43a5-bee4-fd591d229ef9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,82cba9cce19e8283a1afbd2219372319dd548f0b07ed0df783efbab641721ffb,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,GR_GPS_001,General Relativity,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.8245118260383606,0.36251264810562134,0.5845264792442322,863,674,1342,1342,189,0,True,False,a31b717b-3b3d-4f54-9f3b-2236e1370d22,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,0b0c7e0bb4b684f436332b3243acf77b0867732d3429789c499fa42a31052a8a,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da
V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 12B IT,FAIL,OK,OK,0.5840155482292175,0.2527148425579071,0.41418588161468506,948,750,1357,1357,198,0,True,False,dbbe1d7b-1475-462c-878a-493a65482ef5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1fbd98bab8f41b19f838499cc187fddff40128d7267a9c0fed53ef1b9ab39433,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 3 27B IT,FAIL,OK,OK,0.7994670867919922,0.2847145199775696,0.530748724937439,849,648,1357,1357,201,0,True,False,a7e05154-1247-4373-b18c-e75f49ecf34a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,79fe024bed095942d543a0a613a56977e6e97f0482b8be7635da73a49728f3b4,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,OK,OK,0.8200280666351318,0.29603898525238037,0.5462645888328552,842,647,1357,1357,195,0,True,False,4dde1392-4ac8-428c-b9da-6bcc205ea668,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,f4e3a56a03eadd1f457c999267b1a371a2bd64a180c2dc74dbf46aef8f457f49,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Granite 4.1 8B,PASS,OK,OK,-0.02262154221534729,-0.06133615970611572,-0.04036323353648186,2657,2464,1357,1357,193,0,True,False,81351b41-e944-416c-979d-7650f60107cb,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,09091ca8cfa1f3f24eac6efb9b44c0118c9c8916efc01cc3637389e8324c73c3,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Llama 3.1 8B Instruct,FAIL,OK,OK,0.5307533740997314,0.22576174139976501,0.3748913109302521,980,773,1357,1357,207,0,True,False,0ed2217a-06ad-4917-b517-25fdcad0cab9,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,0a5150183ce6a3e6c79334966dee93f4c6254bd8adac91e4989235b0d7cc1ee2,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Ministral 3 8B,FAIL,OK,OK,0.4375479221343994,0.26144829392433167,0.34908613562583923,1091,868,1357,1357,223,0,True,False,d504b04e-bf1e-416b-a8f1-151658823740,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,03eca2b9dd27ff1f2421ad1b265f93762e0ec62292b7a9962f3223cb1888611a,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral NeMo 12B,FAIL,OK,OK,0.7691883444786072,0.2727455496788025,0.5104596018791199,871,653,1357,1357,218,0,True,False,bea3064c-f5a0-4eb4-a402-ebfb00b71e9f,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,e957d4cd41de86bafa5de4cfb4b77459f885f5c9beff08f8412a68c18b932624,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QFT_CASIMIR_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,FAIL,OK,OK,0.6585285663604736,0.2554498314857483,0.4503419101238251,902,707,1357,1357,195,0,True,False,1af000e0-80c0-45b3-9f95-f707072fdac3,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,ae4ef96cb00b2c6a1e0da93cb88e71936ea32dc35e141241d12b61ab5016ebf8,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439
V3,QI_WERNER_001,Quantum Information Theory,Gemma 3 12B IT,PASS,OK,OK,0.9180607795715332,0.9449074268341064,0.93156498670578,982,742,732,732,240,0,True,False,6c48eb8a-bf99-4ad6-9a55-a3097ce5d672,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,7cd2ff2d38c456430455a1bf093e36b7148a6d7b9c878ae7c924a5bb9d2045e2,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Gemma 3 27B IT,PASS,OK,OK,0.944166362285614,0.9110521078109741,0.9276798367500305,944,707,732,732,237,0,True,False,eeb13605-e28d-4146-a8bb-a2d6b3475052,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,d1bf246f914c7a8894204884092227804e886d498341cfc68642ffa8e22c2d37,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Gemma 4 31B IT,PASS,OK,OK,0.9456959962844849,0.9579368829727173,0.951888382434845,974,736,732,732,238,0,True,False,d2fb18e4-416b-4be2-9501-0b4d49cd535a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,1e6be7515efd8c7a2fa620f3787dced584392b8e3b0e118c35b2104993aacefb,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Granite 4.1 8B,PASS,OK,OK,-0.03103475458920002,0.3906613290309906,0.172477588057518,1603,1347,732,732,256,0,True,False,dadc5ed2-8765-42cd-b756-8e32ac2d9f45,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,db505056bc73ca3c76fe9f0e6f07b9f43978d6cf8629954acb9f762a1aadda1f,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Llama 3.1 8B Instruct,FAIL,OK,OK,0.9117820858955383,0.8634853959083557,0.8877156972885132,932,700,732,732,232,0,True,False,f95b1fba-a8d5-4851-a0b3-6a2433ce8fdf,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,9a3527d11cf7cc5587114043382a43d85560fa04a2d2fd863c5d2e293c8d289e,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Ministral 3 8B,PASS,OK,OK,0.9246454238891602,0.9414607286453247,0.9331503510475159,996,733,732,732,263,0,True,False,ac146922-b67b-431b-a16b-53713de6470e,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,4c6932be27ccadb671a4e55ef0fda02164533180299709f70ae221966dbe999a,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Mistral NeMo 12B,FAIL,OK,OK,0.9392244815826416,0.9225499033927917,0.9309871792793274,948,717,732,732,231,0,True,False,739669d7-f24b-48b0-aaa4-7ea7484fd9f5,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,4e85336f58fcc3b89ce67342674e336f8dd1a53d513f0dbd9c5796bc980eaf78,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QI_WERNER_001,Quantum Information Theory,Mistral Small 3.2 24B Instruct,PASS,OK,OK,0.9715398550033569,0.9572874307632446,0.9644626975059509,956,723,732,732,233,0,True,False,be6aefd2-aa5a-4bad-98e8-972c21fee52a,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,16913d1213eb679bf7c7d7a0c7d5b93b642775136632347da724eda250b8dd61,a85518c4e155bcbfe4501d7fba142cb48562abcd7c6d58e826ffdc729a57783f
V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 12B IT,FAIL,OK,OK,0.6466850638389587,0.7397069931030273,0.693312406539917,999,797,665,665,202,0,True,False,252e5a22-0a7b-412b-ae8c-1e0bc538da7c,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,765fff3a81d6631bce44cc14c2693b43d33406b6e466eddb0773c6b75bcf9f6c,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 3 27B IT,FAIL,OK,OK,0.751986563205719,0.8209903836250305,0.7866290807723999,978,767,665,665,211,0,True,False,633ca832-c7c2-4e57-8667-0e5462503514,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,2c76a4865ee2f2c8b4ecec211ac5319f1d1a786b44c88bf8de09811cdeb43659,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
V3,QM_TUNNEL_001,Quantum Mechanics,Gemma 4 31B IT,PASS,OK,OK,0.8804851770401001,0.8364279270172119,0.8586020469665527,814,611,665,665,203,0,True,False,2742e121-11c7-40dc-a1f9-f3aad05e93ab,worked_solutions_batch1.md through worked_solutions_batch7.md,structured_prompt_pilot_v2-v5 saved raw model responses,025f77f097d7258e0c73c9ffad3b9e494c2ec86c053036a0a75695437325f623,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804
