pilot_name,prompt_mode,prompt_sequence,scenario_id,scenario_title,category,model_id,model_label,provider,model,trial,prompt,prompt_sha256
structured_prompt_pilot_v4,structured_prompt_pilot_v4,24,GR_PERI_001,Mercury perihelion precession - the 43 arcsec per century,General Relativity,model_mistral_small_32,Mistral Small 3.2 24B Instruct,OpenAI-compatible,mistral-small-2506,1,"Solve the following scenario.
Compute the general-relativistic perihelion advance of Mercury. Data: semi-major axis $a = 5.7909\times 10^{10}$ m, eccentricity $e = 0.2056$, orbital period $87.969$ d, $GM_\odot = 1.32712\times 10^{20}$ m$^3$/s$^2$.

Conventions: use the standard first-order GR result for a test particle; 1 century = 36525 d.

Tasks:
1. State the GR perihelion advance per orbit $\Delta\phi$ in closed form (in terms of $GM_\odot$, $a$, $e$, $c$).
2. Evaluate $\Delta\phi$ in arcseconds per orbit.
3. Convert to arcseconds per century.
4. The full observed precession is about $574''$/century. Explain what accounts for the remainder, and why only the ~43'' is the GR test.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Closed form.** First-order Schwarzschild result: Δφ = 6πGM_⊙ / (a(1−e²)c²) per orbit.
2. **Per orbit.** 1 − e² = 1 − ____ = ____; a(1−e²)c² = ____×10¹⁰ · ____ · ____×10¹⁶. Δφ = 6π·____×10²⁰ / (that) = ____×10⁻⁷ rad. Convert: ×(180/π)×3600 = **____ arcsec/orbit**.
3. **Per century.** Orbits per century = 36525 / ____ = **____**. Δφ_century = ____ × ____ = **____ arcsec/century** (≈ 43″).
4. **The remainder.** The observed ~574″/century is dominated (~532″) by Newtonian planetary perturbations (Venus, Jupiter, Earth) plus a tiny solar-oblateness term; only the ~43″ residual, unexplained by Newtonian gravity, is the GR test.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{advance\_arcsec\_century} &=  \\
\mathrm{advance\_arcsec\_orbit}   &=  \\
\mathrm{orbits\_per\_century}     &=  \\
\end{aligned}
\]",d0d43371d5a364dc70ea385ccc21130d3a18b6d870fc21ecf70880560a1c4168
structured_prompt_pilot_v4,structured_prompt_pilot_v4,25,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_gemma3_12b,Gemma 3 12B IT,OpenAI-compatible,google/gemma-3-12b-it,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,26,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_gemma3_27b,Gemma 3 27B IT,OpenAI-compatible,google/gemma-3-27b-it,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,27,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_gemma4_31b,Gemma 4 31B IT,OpenAI-compatible,google/gemma-4-31b-it,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,28,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_granite_41_8b,Granite 4.1 8B,OpenAI-compatible,ibm-granite/granite-4.1-8b,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,29,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_llama_31_8b,Llama 3.1 8B Instruct,OpenAI-compatible,meta-llama/llama-3.1-8b-instruct,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,30,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_ministral_8b,Ministral 3 8B,OpenAI-compatible,mistralai/ministral-8b-2512,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,31,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_mistral_nemo_12b,Mistral NeMo 12B,OpenAI-compatible,mistralai/mistral-nemo,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,32,QFT_UNRUH_001,Unruh temperature - acceleration heats the vacuum,Quantum Field Theory,model_mistral_small_32,Mistral Small 3.2 24B Instruct,OpenAI-compatible,mistral-small-2506,1,"Solve the following scenario.
A detector undergoes constant proper acceleration $a = 1.00\times 10^{20}$ m/s$^2$ through the Minkowski vacuum.

Conventions: Unruh temperature $T = \hbar a/(2\pi c k_B)$; report kelvin.

Tasks:
1. State the Unruh temperature formula and the physical statement of the effect (what does the accelerated detector see?).
2. Evaluate $T$ for $a = 10^{20}$ m/s$^2$.
3. What proper acceleration gives $T = 1.00$ K? Report in units of $10^{20}$ m/s$^2$.
4. Explain the relation to Hawking radiation via the equivalence principle, and why everyday accelerations produce unobservably small $T$.
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Formula & meaning.** T = ℏa/(2π c k_B). A uniformly accelerated detector perceives the Minkowski vacuum as a **thermal bath** at temperature T, while an inertial observer sees the same state as empty vacuum. (The 2π is essential.)
2. **Evaluate.** T = ____×10⁻³⁴·10²⁰ / (2π·____×10⁸·____×10⁻²³) = ____×10⁻¹⁴ / ____×10⁻¹⁴ = **____ K**.
3. **Acceleration for 1 K.** a = 2π c k_B·(1 K)/ℏ = **____** = ____ (in units of 10²⁰) — about ____×10¹⁹ g.
4. **Hawking link.** By the equivalence principle the Unruh bath is the local counterpart of Hawking radiation (proper acceleration ↔ surface gravity). Everyday accelerations (~10 m/s²) give T ~ 10⁻¹⁹ K — unobservable; ~10²⁰ m/s² is needed to reach ~1 K. (The black-hole *mass* Hawking formula is not used here.)
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{accel\_for\_1K\_e20} &=  \\
\mathrm{unruh\_temp\_K}      &=  \\
\end{aligned}
\]",b33634a7f688f0b8df4cb36b0031ba3ce673441191683fbcef4f39ac75771514
structured_prompt_pilot_v4,structured_prompt_pilot_v4,33,QI_HOLEVO_001,"Holevo bound - one qubit, less than one bit",Quantum Information Theory,model_gemma3_12b,Gemma 3 12B IT,OpenAI-compatible,google/gemma-3-12b-it,1,"Solve the following scenario.
Alice encodes a uniformly random classical bit into non-orthogonal pure qubit states: $x=0 \to |0\rangle$, $x=1 \to |+\rangle$, and sends the qubit to Bob.

Conventions: Holevo quantity $\chi = S(\bar\rho) - \sum_x p_x S(\rho_x)$ with entropies in BITS (log base 2); $\bar\rho$ = ensemble average state.

Tasks:
1. Write $\bar\rho$ and find its eigenvalues.
2. Evaluate $\chi$ in bits.
3. Evaluate the purity $\mathrm{Tr}\,\bar\rho^2$.
4. Explain (a) why $\chi < 1$ bit even though a whole qubit was sent, and (b) whether any measurement lets Bob extract more than $\chi$ bits (accessible information vs Holevo).
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Average state and eigenvalues.** ρ̄ = ½|0⟩⟨0| + ½|+⟩⟨+| = ½·[[1,0],[0,0]] + ½·[[½,½],[½,½]] = [[¾, ¼],[¼, ¼]]. With Tr = 1 and det = 3/16 − 1/16 = 1/8, the eigenvalues are (1 ± √(1−4·⅛))/2 = (1 ± 1/√2)/2 → **λ₊ = ____**, λ₋ = ____.
2. **Holevo quantity.** Both signal states are pure, so S(ρₓ) = 0 and χ = S(ρ̄) = −λ₊ log₂ λ₊ − λ₋ log₂ λ₋ = **____ bits**.
3. **Purity.** Tr ρ̄² = λ₊² + λ₋² = **____**.
4. **Interpretation.** (a) χ < 1 bit because |0⟩ and |+⟩ are non-orthogonal (overlap ⟨0|+⟩ = 1/√2), so they are not perfectly distinguishable. (b) Accessible information I_acc ≤ χ (Holevo 1973): no measurement extracts more than ____ bits. Using natural log gives ____ **nats**, not bits.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{avg\_state\_purity} &=  \\
\mathrm{eigenvalue\_large}  &=  \\
\mathrm{holevo\_chi\_bits}  &=  \\
\end{aligned}
\]",a9f9bd22d9b48e2cae74f135267cd7704a5bb74f629dfb2a3e3b2fcc811422f7
structured_prompt_pilot_v4,structured_prompt_pilot_v4,34,QI_HOLEVO_001,"Holevo bound - one qubit, less than one bit",Quantum Information Theory,model_gemma3_27b,Gemma 3 27B IT,OpenAI-compatible,google/gemma-3-27b-it,1,"Solve the following scenario.
Alice encodes a uniformly random classical bit into non-orthogonal pure qubit states: $x=0 \to |0\rangle$, $x=1 \to |+\rangle$, and sends the qubit to Bob.

Conventions: Holevo quantity $\chi = S(\bar\rho) - \sum_x p_x S(\rho_x)$ with entropies in BITS (log base 2); $\bar\rho$ = ensemble average state.

Tasks:
1. Write $\bar\rho$ and find its eigenvalues.
2. Evaluate $\chi$ in bits.
3. Evaluate the purity $\mathrm{Tr}\,\bar\rho^2$.
4. Explain (a) why $\chi < 1$ bit even though a whole qubit was sent, and (b) whether any measurement lets Bob extract more than $\chi$ bits (accessible information vs Holevo).
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Average state and eigenvalues.** ρ̄ = ½|0⟩⟨0| + ½|+⟩⟨+| = ½·[[1,0],[0,0]] + ½·[[½,½],[½,½]] = [[¾, ¼],[¼, ¼]]. With Tr = 1 and det = 3/16 − 1/16 = 1/8, the eigenvalues are (1 ± √(1−4·⅛))/2 = (1 ± 1/√2)/2 → **λ₊ = ____**, λ₋ = ____.
2. **Holevo quantity.** Both signal states are pure, so S(ρₓ) = 0 and χ = S(ρ̄) = −λ₊ log₂ λ₊ − λ₋ log₂ λ₋ = **____ bits**.
3. **Purity.** Tr ρ̄² = λ₊² + λ₋² = **____**.
4. **Interpretation.** (a) χ < 1 bit because |0⟩ and |+⟩ are non-orthogonal (overlap ⟨0|+⟩ = 1/√2), so they are not perfectly distinguishable. (b) Accessible information I_acc ≤ χ (Holevo 1973): no measurement extracts more than ____ bits. Using natural log gives ____ **nats**, not bits.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{avg\_state\_purity} &=  \\
\mathrm{eigenvalue\_large}  &=  \\
\mathrm{holevo\_chi\_bits}  &=  \\
\end{aligned}
\]",a9f9bd22d9b48e2cae74f135267cd7704a5bb74f629dfb2a3e3b2fcc811422f7
structured_prompt_pilot_v4,structured_prompt_pilot_v4,35,QI_HOLEVO_001,"Holevo bound - one qubit, less than one bit",Quantum Information Theory,model_gemma4_31b,Gemma 4 31B IT,OpenAI-compatible,google/gemma-4-31b-it,1,"Solve the following scenario.
Alice encodes a uniformly random classical bit into non-orthogonal pure qubit states: $x=0 \to |0\rangle$, $x=1 \to |+\rangle$, and sends the qubit to Bob.

Conventions: Holevo quantity $\chi = S(\bar\rho) - \sum_x p_x S(\rho_x)$ with entropies in BITS (log base 2); $\bar\rho$ = ensemble average state.

Tasks:
1. Write $\bar\rho$ and find its eigenvalues.
2. Evaluate $\chi$ in bits.
3. Evaluate the purity $\mathrm{Tr}\,\bar\rho^2$.
4. Explain (a) why $\chi < 1$ bit even though a whole qubit was sent, and (b) whether any measurement lets Bob extract more than $\chi$ bits (accessible information vs Holevo).
Use the following answer structure. Keep the same sections and step order. Fill in the missing values by doing the calculation.
Do not copy the placeholders.
Do not add extra final-answer fields.
Do not include more than one FINAL ANSWER block.
Keep the final answer field names exactly as shown.
Keep the final answer row order exactly as shown.
**Derivation**
1. **Average state and eigenvalues.** ρ̄ = ½|0⟩⟨0| + ½|+⟩⟨+| = ½·[[1,0],[0,0]] + ½·[[½,½],[½,½]] = [[¾, ¼],[¼, ¼]]. With Tr = 1 and det = 3/16 − 1/16 = 1/8, the eigenvalues are (1 ± √(1−4·⅛))/2 = (1 ± 1/√2)/2 → **λ₊ = ____**, λ₋ = ____.
2. **Holevo quantity.** Both signal states are pure, so S(ρₓ) = 0 and χ = S(ρ̄) = −λ₊ log₂ λ₊ − λ₋ log₂ λ₋ = **____ bits**.
3. **Purity.** Tr ρ̄² = λ₊² + λ₋² = **____**.
4. **Interpretation.** (a) χ < 1 bit because |0⟩ and |+⟩ are non-orthogonal (overlap ⟨0|+⟩ = 1/√2), so they are not perfectly distinguishable. (b) Accessible information I_acc ≤ χ (Holevo 1973): no measurement extracts more than ____ bits. Using natural log gives ____ **nats**, not bits.
**FINAL ANSWER**

\[
\begin{aligned}
\mathrm{avg\_state\_purity} &=  \\
\mathrm{eigenvalue\_large}  &=  \\
\mathrm{holevo\_chi\_bits}  &=  \\
\end{aligned}
\]",a9f9bd22d9b48e2cae74f135267cd7704a5bb74f629dfb2a3e3b2fcc811422f7
