row_key,source_run_id,batch,scenario_id,category,model_name,deterministic_grade,deterministic_pass_binary,extraction_status,helper_status,error_tags,failed_fields,candidate_reasoning_text_sha256,reference_reasoning_text_sha256,candidate_reasoning_text_length_chars,reference_reasoning_text_length_chars,chrf_precision,chrf_recall,chrf_score,chrf_beta,chrf_ngram_order_max,bertscore_full_f1,bertscore_no_final_f1,rouge_l_f1,candidate_reference_length_ratio
V4|GR_PERI_001|Llama 3.1 8B Instruct|3048c6ec-b6eb-429b-9e91-09317a088462,3048c6ec-b6eb-429b-9e91-09317a088462,V4,GR_PERI_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,advance_arcsec_century:MISMATCH;advance_arcsec_orbit:MISMATCH,advance_arcsec_century;advance_arcsec_orbit,cabef17469ab9691dd07ff07de1ee43bd759816367f109012b1f2e65f9db02ae,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac,900,695,0.5206851640415573,0.6694933350770657,0.6332950761244264,2.0,6,0.2870729863643646,0.2870729863643646,0.5561497326203209,1.5381294964028778
V2|QI_TELEPORT_001|Gemma 3 12B IT|30ac6932-dc57-4cf3-bf98-468533408eb0,30ac6932-dc57-4cf3-bf98-468533408eb0,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 3 12B IT,PASS,1,OK,OK,,,a402f7d0bbdebbaa7087dc12d7150c6f5edab140668a7f693dccb953d5b83610,861afe4ca2c51dac27828132c6579a0d6f41bf339550e3455ca2d00c543f9883,619,603,0.9544147183925278,0.9766655603728331,0.9721327776313051,2.0,6,0.69194495677948,0.958380937576294,0.9510869565217392,0.9850746268656716
V3|GR_GPS_001|Ministral 3 8B|30e59015-74c8-4d8c-abe8-a916e9150032,30e59015-74c8-4d8c-abe8-a916e9150032,V3,GR_GPS_001,General Relativity,Ministral 3 8B,FAIL,0,OK,OK,grav_shift_us_day:MISMATCH;net_shift_us_day:MISMATCH;velocity_shift_us_day:MISMATCH,grav_shift_us_day;net_shift_us_day;velocity_shift_us_day,fdf5e23841a78424e0690792c30527b1db0cf53934c177d57c0dde63e5c2a52e,be919e39678e1d48f5e1dcd3fa5cc25da444eeae0fc1362c201faea41776a1da,720,1342,0.7739165070687661,0.39823811894728195,0.44105825605195503,2.0,6,0.46344631910324097,0.31418243050575256,0.5924764890282131,0.5178837555886736
V4|QI_HOLEVO_001|Ministral 3 8B|332b6344-a602-4bd9-be3f-788d8b061d0b,332b6344-a602-4bd9-be3f-788d8b061d0b,V4,QI_HOLEVO_001,Quantum Information Theory,Ministral 3 8B,FAIL,0,OK,OK,avg_state_purity:MISMATCH;eigenvalue_large:MISMATCH;holevo_chi_bits:UNPARSEABLE:parse-fail:TokenError,avg_state_purity;eigenvalue_large;holevo_chi_bits,c371fa7b6a85a191807efe207f598d3a83c83f030189b5ddd8b29a950b8bad43,5094be1998cfb19e5802ba269dee437b92514e87bfe9462884a58c1d7d6e597e,799,726,0.5737756787491967,0.606276902425369,0.5994853950000391,2.0,6,0.35179877281188965,0.3961043357849121,0.5549549549549551,1.0661157024793388
V2|COS_CMB_001|Granite 4.1 8B|33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,33b7ba26-8ce1-4c4c-aadf-b13a0800ceed,V2,COS_CMB_001,Cosmology,Granite 4.1 8B,PASS,1,OK,OK,,,a5675173d68d2699dc1fd502d064dbfe970735c27dd873ed5f3801ffe73ff621,15fa951506f03a9eb5ed2c28484327b4435b62e9a96bdf4c0734021e007bd80b,1561,566,0.2515142781675126,0.6667353750078856,0.5012381027805652,2.0,6,-0.07554664462804794,-0.07554664462804794,0.4016506189821183,2.7137809187279154
V3|COS_DL_001|Granite 4.1 8B|34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,34cd051f-7d65-45c5-8ebf-a814fb4f5ed9,V3,COS_DL_001,Cosmology,Granite 4.1 8B,PASS,1,OK,OK,,,230f7d04b6ad6f5792ff9f4f93ecce5d5b6693f92250899be600181f103f9b7d,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79,1407,611,0.29006103121963933,0.6182263669552127,0.5041505561930941,2.0,6,-0.0947883203625679,-0.0947883203625679,0.40425531914893614,2.261865793780687
V4|STAT_LANDAUER_001|Gemma 3 12B IT|35cbf917-fdbe-4d9a-ad8e-72e1515207f8,35cbf917-fdbe-4d9a-ad8e-72e1515207f8,V4,STAT_LANDAUER_001,Statistical Mechanics,Gemma 3 12B IT,FAIL,0,OK,OK,landauer_meV:MISMATCH;landauer_zJ:MISMATCH,landauer_meV;landauer_zJ,75a8095edceca2f75a04adddbcee41657a93346602d1da30bdd32a2241732165,409342097382f1190bbbca7e412610e88e6e082c85b20e7fb2a41153af08e48b,769,751,0.9461925282718674,0.9676819544603081,0.9633063332780851,2.0,6,0.7374431490898132,0.9415361285209656,0.9473684210526315,0.9920106524633822
V5|QFT_YUKAWA_001|Gemma 3 12B IT|3733c22f-f895-4fe5-9154-889f49fc2a72,3733c22f-f895-4fe5-9154-889f49fc2a72,V5,QFT_YUKAWA_001,Quantum Field Theory,Gemma 3 12B IT,PASS,1,OK,OK,,,f34b30062d141c64cb867b1b5efcdf8de1b6d7bd494cf37a1c9f15f13411f5f4,6372e29b580047e3f885eca014a5a3546a63acb38257aacad080fe4dba1db9f2,664,668,0.9305498050134703,0.9235588352708212,0.9249486131705839,2.0,6,0.6684275269508362,0.9060574769973755,0.918552036199095,0.9580838323353293
V4|QM_AB_001|Gemma 4 31B IT|3c234c35-9365-43b8-81e9-98f5b0ac5e2f,3c234c35-9365-43b8-81e9-98f5b0ac5e2f,V4,QM_AB_001,Quantum Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,,,85b909132fab11ced9e4aeeffa0241910cbc003a2905a65c4ea62e2424046e0b,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,692,670,0.9362041257693935,0.9642541874782524,0.9585105086848899,2.0,6,0.7365182042121887,0.9696474671363831,0.9432989690721649,0.9955223880597015
V5|GR_CHIRP_001|Llama 3.1 8B Instruct|3d984907-45c2-4187-9ae5-11c26b7157d7,3d984907-45c2-4187-9ae5-11c26b7157d7,V5,GR_CHIRP_001,General Relativity,Llama 3.1 8B Instruct,FAIL,0,OK,OK,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,8bc3436d820fc031d85dbabf98a0b57eb3846a9e8c96bf1dcb17d59bbf2836cf,2bad04ee164accd640886901b864bbd9744e14d1284b23ed9ca1df3e38a0fdc0,614,609,0.8915163542099097,0.8973954655210253,0.8962134482543931,2.0,6,0.7472094893455505,0.9133739471435547,0.9134199134199135,0.9688013136288999
V5|SR_FIZEAU_001|Gemma 3 12B IT|3ec1d62b-5981-4a3f-97c6-f5baff66dfac,3ec1d62b-5981-4a3f-97c6-f5baff66dfac,V5,SR_FIZEAU_001,Special Relativity,Gemma 3 12B IT,PASS,1,OK,OK,,,5d3ae10d38b93e503a22f3f135c0774fec138bb2feca5bf79624a7c9b18ff1a8,df9df62b22d303512b8c5a5eb98cd42b1832f47dba7f2c8fc25c3591779df0ae,776,700,0.7505480038425704,0.8301584327510414,0.8129133321820962,2.0,6,0.5654557347297668,0.7109171748161316,0.8502024291497976,1.072857142857143
V4|GR_PERI_001|Granite 4.1 8B|3ef8d245-f08a-4e4f-b522-65b487e020d0,3ef8d245-f08a-4e4f-b522-65b487e020d0,V4,GR_PERI_001,General Relativity,Granite 4.1 8B,FAIL,0,OK,OK,advance_arcsec_orbit:MISMATCH,advance_arcsec_orbit,8f1791870544596865076226a197cf9facbb5e9d338c3568eec83d9ac25e25a0,15be7e876c95d7d371f00d61e6bbdc84c0699e10373e9332d5d42c3f6d992eac,6396,695,0.07255017849267026,0.6148775479348303,0.2464398811208246,2.0,6,-0.21232415735721588,-0.21232415735721588,0.12168344007319305,9.164028776978418
V4|COS_DESITTER_001|Mistral NeMo 12B|3fdf2a5b-9eab-4eee-b8f4-8e57cbf19d5d,3fdf2a5b-9eab-4eee-b8f4-8e57cbf19d5d,V4,COS_DESITTER_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,efolds_to_gh:MISMATCH;gh_temp_e30_K:MISMATCH,efolds_to_gh;gh_temp_e30_K,12727342adda1370055809fb1ab6b16d4ea3ac4e33d2505a07b4634ea4f5ab2f,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35,724,632,0.803765005782074,0.9199450748619927,0.8940976382048668,2.0,6,0.5857812762260437,0.7407399415969849,0.8652482269503546,1.1075949367088607
V2|QFT_G2_001|Granite 4.1 8B|4013320a-823c-4eea-a0f8-eff99460982d,4013320a-823c-4eea-a0f8-eff99460982d,V2,QFT_G2_001,Quantum Field Theory,Granite 4.1 8B,PASS,1,OK,OK,,,ac6fe36cef9ee0bd16b0bb4e77f1ddc7189b4950a378cefcaec41b15b5e8cc24,8e172b8d9d22f962a2d417108599e253f87539378785b6398f913b7bb0ad2450,1700,547,0.25059759789143676,0.7261416140973591,0.5263696119760335,2.0,6,-0.0167066790163517,-0.0167066790163517,0.40930232558139534,3.0621572212065815
V2|GR_ISCO_001|Granite 4.1 8B|40dd5ad7-5daa-4765-ad81-b279dda17267,40dd5ad7-5daa-4765-ad81-b279dda17267,V2,GR_ISCO_001,General Relativity,Granite 4.1 8B,FAIL,0,OK,OK,f_gw_hz:MISMATCH;f_orbital_hz:MISMATCH,f_gw_hz;f_orbital_hz,e5b6eb16930481b5340846477683707a5799eeb5b94c8779286c21a199f0ce7c,5813c13e68ccf339d7167a4eef853a7c550bb94cf37311d9a7f6666e9a16cfc6,2916,734,0.17997145273927362,0.6187990470753887,0.41595362339242054,2.0,6,-0.3063206672668457,-0.3063206672668457,0.2487122884473878,3.938692098092643
V3|SR_BELL_001|Mistral NeMo 12B|4115b317-b358-4e9f-b8f0-1ec168183806,4115b317-b358-4e9f-b8f0-1ec168183806,V3,SR_BELL_001,Special Relativity,Mistral NeMo 12B,PASS,1,OK,OK,,,d96130eb6d6856c553a8eff912d5d4e76105eb020690269fd1e811d9c20e300a,286d51471c81c2bbb80db083abf5074b4848d80702d337787f03ae45f9f9b369,846,822,0.9706836126482202,0.9967422455912472,0.9914191870065052,2.0,6,0.7251842021942139,0.9935784339904785,0.971563981042654,0.9987834549878345
V4|CM_KAPITZA_001|Mistral NeMo 12B|422bb7fd-7549-43d4-9c14-1a96a2158a1a,422bb7fd-7549-43d4-9c14-1a96a2158a1a,V4,CM_KAPITZA_001,Classical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,f_min_hz:MISMATCH;omega_min_rad_s:MISMATCH,f_min_hz;omega_min_rad_s,3b01c805594970f790ab90413eee24364eb75b38d25ce470c2504877e857cf0c,a200fd349b6bc1900708a9a052e06d03601de4c205932c4e5716ac3574acabb0,512,483,0.8116973621430283,0.8573009743915526,0.8477748633201005,2.0,6,0.5916317701339722,0.8273041248321533,0.8517350157728707,1.0082815734989647
V2|QI_TELEPORT_001|Gemma 4 31B IT|42445057-c8f5-4253-80d2-5a671b2f970e,42445057-c8f5-4253-80d2-5a671b2f970e,V2,QI_TELEPORT_001,Quantum Information Theory,Gemma 4 31B IT,PASS,1,OK,OK,,,046a9c71c9197835cd812be17da2daf640dec60815403eb06af29bc0220e7480,861afe4ca2c51dac27828132c6579a0d6f41bf339550e3455ca2d00c543f9883,623,603,0.9514760052416167,0.9799961451804231,0.9741561514008331,2.0,6,0.681927502155304,0.9600467681884766,0.9510869565217392,0.9917081260364843
V2|CM_FOUCAULT_001|Llama 3.1 8B Instruct|43b57069-ea6b-42b1-9339-b978dcf9ad74,43b57069-ea6b-42b1-9339-b978dcf9ad74,V2,CM_FOUCAULT_001,Classical Mechanics,Llama 3.1 8B Instruct,PASS,1,OK,OK,,,bdde651010bae71f141942f0225561d28f292f692213fef782421d864a7983be,1767d8ebb9b9441692c5d16eb8aea1b33ceb0de3a0d00f1c93a7fde3d6b8cf30,1014,629,0.3555500743012787,0.5693087095895443,0.5082019546592954,2.0,6,0.20165619254112244,0.20165619254112244,0.45622119815668205,1.8314785373608904
V5|QM_RT_001|Llama 3.1 8B Instruct|43ea794a-fa6a-4182-ba45-e3d69a685917,43ea794a-fa6a-4182-ba45-e3d69a685917,V5,QM_RT_001,Quantum Mechanics,Llama 3.1 8B Instruct,FAIL,0,OK,OK,energy_unit_ev:MISMATCH;first_resonance_ev:MISMATCH,energy_unit_ev;first_resonance_ev,6db3a8483ddad55eaf79d83d3f52a0639bd0aac06e3df2be4cc45820b6a5c36c,1567603e8673868987e22e34a4aa6fccb593ddc1a1abc8cdf2d6372125edbab6,900,867,0.9054073516047683,0.9378726680540906,0.9311946728563224,2.0,6,0.7249532341957092,0.8980153203010559,0.9391634980988592,1.0092272202998847
V2|COS_CMB_001|Gemma 3 27B IT|45f12cf7-3772-421a-8998-b0b7ff23252b,45f12cf7-3772-421a-8998-b0b7ff23252b,V2,COS_CMB_001,Cosmology,Gemma 3 27B IT,PASS,1,OK,OK,,,ef75c6f6eb89e8f4bdd108bcb6ded8bda10ddcc220d38c9f4a10551316e5991e,15fa951506f03a9eb5ed2c28484327b4435b62e9a96bdf4c0734021e007bd80b,609,566,0.8849685286483251,0.949354307274636,0.9357384003699287,2.0,6,0.639793872833252,0.8993156552314758,0.9100529100529101,1.0318021201413428
V3|CM_APSIDAL_001|Gemma 4 31B IT|4626221f-f5e2-47b7-9c73-7930e0977b54,4626221f-f5e2-47b7-9c73-7930e0977b54,V3,CM_APSIDAL_001,Classical Mechanics,Gemma 4 31B IT,PASS,1,OK,OK,,,689be5371ee91031b82e5bb6788cff14924a3feb1a9ac483acc4b88d15361f5f,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,656,622,0.9250040069964157,0.9727828310236049,0.9628362398899986,2.0,6,0.576482892036438,0.9496172070503235,0.9514563106796117,1.0144694533762058
V5|STAT_NEGT_001|Mistral Small 3.2 24B Instruct|4690da56-958f-4964-808a-a6e06eb2b7a0,4690da56-958f-4964-808a-a6e06eb2b7a0,V5,STAT_NEGT_001,Statistical Mechanics,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,,,976b811db298488538be79fbee2b2f7628455a7d82a35e231e9acf8ffed7380e,6f020b02b6b517e9e45b9228129c9ca6e23a49e301e2230aff22819e26f72254,787,1530,0.9882811618557693,0.5099273318682693,0.5645817910469465,2.0,6,0.7506775259971619,0.6556558012962341,0.7195301027900146,0.49869281045751634
V5|QI_CLONE_001|Gemma 3 12B IT|46f28589-617c-4397-9153-8946229945fd,46f28589-617c-4397-9153-8946229945fd,V5,QI_CLONE_001,Quantum Information Theory,Gemma 3 12B IT,PASS,1,OK,OK,,,28f6b098a52eb52c43797539371f48e0e465804a470209dcc1643ce6ae0a2bc8,4d39feee10b5712663afe8f71e1a37b5877056614633b83e6855bdeec25119c9,743,714,0.9464243032739896,0.9810086073562692,0.9738910084814713,2.0,6,0.715694010257721,0.9502578377723694,0.9370277078085643,1.0056022408963585
V3|COS_DL_001|Mistral Small 3.2 24B Instruct|47ac3873-4e9b-418a-8076-151b5dd3d817,47ac3873-4e9b-418a-8076-151b5dd3d817,V3,COS_DL_001,Cosmology,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,,,2fbff6831b7e2bda0eb4564a0ae8898980d371d2672806b755dc917fb3f3d450,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79,631,611,0.8889034000147715,0.9166566420413094,0.9109682126162892,2.0,6,0.6560573577880859,0.9409887790679932,0.9400921658986175,0.9934533551554828
V4|COS_DESITTER_001|Ministral 3 8B|47b01d7f-0cd5-4d9d-8d26-4e6033183f2d,47b01d7f-0cd5-4d9d-8d26-4e6033183f2d,V4,COS_DESITTER_001,Cosmology,Ministral 3 8B,FAIL,0,OK,OK,gh_temp_e30_K:MISMATCH;horizon_gpc:MISMATCH,gh_temp_e30_K;horizon_gpc,1bcb9e155bfcffa2346ca58b614f1f1b6bbc51145c4fcaac2a97d96e2e723d4a,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35,1623,632,0.2558302232022503,0.6391963011666908,0.4918016276465597,2.0,6,-0.22702664136886597,-0.22702664136886597,0.3678696158323632,2.528481012658228
V4|COS_DESITTER_001|Gemma 4 31B IT|491a2baf-b665-4ce6-837c-9a9d3c21f9ed,491a2baf-b665-4ce6-837c-9a9d3c21f9ed,V4,COS_DESITTER_001,Cosmology,Gemma 4 31B IT,PASS,1,OK,OK,,,37c93df52077167085a4da8b888ae56090e33e6dcec5e7ebb086fa212fa7138a,3db481ad89139692ca47b67d9c88b08f75f7097f8915aed0da7ab5fe09586b35,1876,632,0.3137876096827361,0.9313317196996235,0.668288906496323,2.0,6,-0.06891496479511261,-0.06891496479511261,0.4243119266055046,2.9287974683544302
V4|QM_AB_001|Mistral Small 3.2 24B Instruct|49d13997-4d21-4608-87e8-5450a2ba9422,49d13997-4d21-4608-87e8-5450a2ba9422,V4,QM_AB_001,Quantum Mechanics,Mistral Small 3.2 24B Instruct,FAIL,0,OK,OK,flux_quanta:MISMATCH;fringe_shift:MISMATCH;total_phase_rad:MISMATCH,flux_quanta;fringe_shift;total_phase_rad,0b1c5c3162f1efa8f6c769102d9b0aefa5db072aaca093001e382dfe0b548a5e,8588b271ac77be7646aa36b4cffab172b80ae3d7807382634de8275b061c4d0b,686,670,0.9071443118324359,0.9275283419314959,0.9233785773421443,2.0,6,0.692274808883667,0.9118402004241943,0.9378238341968912,0.9880597014925373
V5|QFT_YUKAWA_001|Mistral Small 3.2 24B Instruct|4d767961-f12d-44d9-b1b8-1038e181b506,4d767961-f12d-44d9-b1b8-1038e181b506,V5,QFT_YUKAWA_001,Quantum Field Theory,Mistral Small 3.2 24B Instruct,PASS,1,OK,OK,,,a80ece005410fd0a1ac0d26ecdff0e936618298ff549f4b59440c213e55bf3b3,6372e29b580047e3f885eca014a5a3546a63acb38257aacad080fe4dba1db9f2,691,668,0.9463986990860862,0.9776839401824601,0.9712625066538895,2.0,6,0.7340563535690308,0.9725381135940552,0.961038961038961,0.9985029940119761
V3|QFT_CASIMIR_001|Gemma 4 31B IT|4dde1392-4ac8-428c-b9da-6bcc205ea668,4dde1392-4ac8-428c-b9da-6bcc205ea668,V3,QFT_CASIMIR_001,Quantum Field Theory,Gemma 4 31B IT,FAIL,0,OK,OK,energy_per_area_uJ_m2:MISMATCH;pressure_double_d_pa:MISMATCH;pressure_pa:MISMATCH,energy_per_area_uJ_m2;pressure_double_d_pa;pressure_pa,a8e8c569ca229d77e4a3febffc70c475280a8585874fecfc6ee888e270ae32bb,f51567863fc2fac1518fd47cc7165f2125ffa91bf76c9d304a5dd8e41eb2d439,672,1357,0.9739941486404492,0.4857324225655129,0.5398584610873234,2.0,6,0.6816774606704712,0.5462645888328552,0.6734348561759729,0.4767870302137067
V3|CM_APSIDAL_001|Mistral NeMo 12B|4e065114-6895-4037-9f9c-d85e9790bfc5,4e065114-6895-4037-9f9c-d85e9790bfc5,V3,CM_APSIDAL_001,Classical Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,apsidal_n_minus1_deg:MISMATCH;precession_per_period_deg:MISMATCH,apsidal_n_minus1_deg;precession_per_period_deg,986a5f4cb7ec90b5aa497ef4feb06f84b0f6b88128244158f514889961c2c7dd,443545996b329d03307fa0bc9cfdbd7c0add38f065253a45823ad348a8f6cdbe,632,622,0.9291451459358192,0.9426429684898092,0.9399121213051227,2.0,6,0.5726111531257629,0.9390004277229309,0.9426433915211969,0.977491961414791
V5|GR_CHIRP_001|Gemma 3 12B IT|4e501fd1-d63b-49da-8762-bb963ff46a61,4e501fd1-d63b-49da-8762-bb963ff46a61,V5,GR_CHIRP_001,General Relativity,Gemma 3 12B IT,FAIL,0,OK,OK,chirp_mass_msun:MISMATCH;each_mass_msun:MISMATCH;total_mass_msun:MISMATCH,chirp_mass_msun;each_mass_msun;total_mass_msun,09e51dec24dd9842cf10f23cc52143e0d2a2680fda23bf4fb0514ff4c114804a,2bad04ee164accd640886901b864bbd9744e14d1284b23ed9ca1df3e38a0fdc0,831,609,0.6667947106085652,0.90863138696704,0.847179469621893,2.0,6,0.6601755619049072,0.7339860200881958,0.7610619469026548,1.3234811165845648
V5|CM_TOP_001|Ministral 3 8B|4e577879-1904-4de8-bf8a-9b6ac84bd4a2,4e577879-1904-4de8-bf8a-9b6ac84bd4a2,V5,CM_TOP_001,Classical Mechanics,Ministral 3 8B,PASS,1,OK,OK,,,9dbe30f45fc14a49ffe7756fc54d50c93619c5d66a815420d92b34bb7233b120,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,757,661,0.8633680901717593,0.95514076999206,0.9352579121704452,2.0,6,0.5592065453529358,0.7368639707565308,0.9365079365079365,1.107413010590015
V2|SR_ROCKET_001|Gemma 4 31B IT|4e6f8a7e-4f83-4d56-8303-b5235d10c856,4e6f8a7e-4f83-4d56-8303-b5235d10c856,V2,SR_ROCKET_001,Special Relativity,Gemma 4 31B IT,PASS,1,OK,OK,,,0a6249978b7cdd75d4739dbe7d6beed6bf3fc4b686b909a2b8bf025411508df9,cd8d32e0aae1187f760dc527a9a5d4d2071b8c1130a8427299ff0f6b0bb48f6f,738,714,0.9331532694117057,0.9620056915598246,0.9560933490062956,2.0,6,0.7500708103179932,0.9661727547645569,0.9453781512605043,0.9985994397759104
V3|COS_DL_001|Mistral NeMo 12B|4f06ea18-7b13-4c03-a4a7-37036abe296d,4f06ea18-7b13-4c03-a4a7-37036abe296d,V3,COS_DL_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,dl_eds_mpc:MISMATCH;dl_lcdm_mpc:MISMATCH;dl_linear_mpc:MISMATCH;hubble_distance_mpc:MISMATCH,dl_eds_mpc;dl_lcdm_mpc;dl_linear_mpc;hubble_distance_mpc,f74f7913b9e04793acce1eb26c601b8dceff03e576170521f308a2e1b22a23d0,3f1318335bdee4c7f103cd7569c6c8e00e29c93a9d70abaabb8cd60d7b54fb79,639,611,0.8577870023500328,0.8944340943246157,0.8868562914453937,2.0,6,0.6125986576080322,0.8866381645202637,0.9308755760368664,1.004909983633388
V5|QI_CLONE_001|Mistral NeMo 12B|515d6719-9a51-42a2-8a2f-90098293df92,515d6719-9a51-42a2-8a2f-90098293df92,V5,QI_CLONE_001,Quantum Information Theory,Mistral NeMo 12B,PASS,1,OK,OK,,,c525e1243f47a5d397968f4a1a0167a0ac7f5d4b0f5e9660357594045fdd92e2,4d39feee10b5712663afe8f71e1a37b5877056614633b83e6855bdeec25119c9,978,714,0.5735824391295742,0.7847366388893481,0.7309214833428508,2.0,6,0.41208598017692566,0.5507691502571106,0.6529680365296803,1.334733893557423
V3|QM_TUNNEL_001|Mistral NeMo 12B|54448dad-7233-4056-ae08-be960e31c16d,54448dad-7233-4056-ae08-be960e31c16d,V3,QM_TUNNEL_001,Quantum Mechanics,Mistral NeMo 12B,FAIL,0,OK,OK,kappa_L:MISMATCH;kappa_per_nm:UNPARSEABLE:parse-fail:SympifyError;log10_T:MISMATCH;prefactor:MISMATCH,kappa_L;kappa_per_nm;log10_T;prefactor,f0ff9c4e92c20fc92179f363cb6693c3cccf6c263afff43ca7263ae6efa07039,5ea02669397931d58ba7a15b83c82945fd31aa6fecc41b476bb5111ab1b24804,625,665,0.7966352334921202,0.7449435546740315,0.754738171205537,2.0,6,0.5425355434417725,0.759389340877533,0.8232558139534883,0.9022556390977443
V5|CM_TOP_001|Granite 4.1 8B|5662b68d-3be1-4094-aa82-9419c9d43619,5662b68d-3be1-4094-aa82-9419c9d43619,V5,CM_TOP_001,Classical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,,,65e58229d3e0494f4f6ada39c716fe1ecd9e8da93180da63474aea8f9498aefe,c64dd6493520586cb6113e0bde7c42dacaf5d51998b1346abed4bc5dd4669612,2449,661,0.1750480597439475,0.6178320176651353,0.41027430032129536,2.0,6,-0.19409604370594025,-0.19409604370594025,0.24506749740394598,3.6671709531013614
V2|QM_BERRY_001|Gemma 3 27B IT|5adb68d3-d803-46a1-ac23-424753a795f6,5adb68d3-d803-46a1-ac23-424753a795f6,V2,QM_BERRY_001,Quantum Mechanics,Gemma 3 27B IT,PASS,1,OK,OK,,,69b28e1a6b70daf8d8139c9d8f27d3f3ec86898c0ee84c58a587a7e8d32f1662,6d1592a3bd63f1cc3221f3b06edc21f973e8eaf7ac66a8d425735aa32c6e520a,581,572,0.9292206120664624,0.9422728424349639,0.9396331445837266,2.0,6,0.701678454875946,0.9235884547233582,0.9261363636363636,0.9737762237762237
V4|QFT_UNRUH_001|Ministral 3 8B|5bd0cc60-5000-4404-a1d2-195f2b59bc02,5bd0cc60-5000-4404-a1d2-195f2b59bc02,V4,QFT_UNRUH_001,Quantum Field Theory,Ministral 3 8B,FAIL,0,OK,OK,accel_for_1K_e20:MISMATCH;unruh_temp_K:MISMATCH,accel_for_1K_e20;unruh_temp_K,8e2f2634add3d8112a620b8db8d7011be5ad9917416363bc3dbf7a6b8cb739e9,5f6f5cfc4635792ef85e73bec9f462b2a61f1bf9f5314abd0c426d76279495a9,1235,796,0.5275085612139039,0.8013442721803952,0.7259721839351174,2.0,6,0.18565760552883148,0.21324166655540466,0.6082949308755761,1.520100502512563
V2|COS_CMB_001|Mistral NeMo 12B|5bde406e-bcbd-4d75-9974-030635a1f45a,5bde406e-bcbd-4d75-9974-030635a1f45a,V2,COS_CMB_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,log10_energy_ratio:MISMATCH;log10_number_ratio:MISMATCH,log10_energy_ratio;log10_number_ratio,32e40fec6b8aded121545e501e444bd7c3e7a66c1675d3cc5daae2431ab192a9,15fa951506f03a9eb5ed2c28484327b4435b62e9a96bdf4c0734021e007bd80b,590,566,0.9303475671556127,0.9683199957018752,0.9604795407965007,2.0,6,0.7031574845314026,0.9728729128837585,0.9583333333333334,1.0
V2|STAT_ISING_001|Granite 4.1 8B|5f22cbbd-f1ee-4af0-aa42-2c057e6b9037,5f22cbbd-f1ee-4af0-aa42-2c057e6b9037,V2,STAT_ISING_001,Statistical Mechanics,Granite 4.1 8B,PASS,1,OK,OK,,,008040fe483fafb406d9c3cccbd800f5183190557f0103601fc6d3272e9aaf3c,f54893f2c5bb799198e0a1e5c0c7ef8d102f11df17b7e8c8dda04218311a2b26,1008,656,0.47714205053918346,0.6953211919994822,0.6370604298296059,2.0,6,0.2180231213569641,0.28512319922447205,0.605607476635514,1.4984756097560976
V5|COS_AGE_001|Mistral NeMo 12B|5f80e95a-cfa7-40e3-8d99-042b87848d45,5f80e95a-cfa7-40e3-8d99-042b87848d45,V5,COS_AGE_001,Cosmology,Mistral NeMo 12B,FAIL,0,OK,OK,hubble_time_gyr:MISMATCH;lcdm_age_gyr:MISMATCH;matter_age_gyr:MISMATCH,hubble_time_gyr;lcdm_age_gyr;matter_age_gyr,1018676417a39de0b10cf18ee11e3dbb6ca4521b9c50bf4e8bba3d05c16bd1a4,b644dc9d765602c3ad7096a8aa8f5bebf146df7f4708b1b8b00cef88b1dd3ed2,677,659,0.9084919577792062,0.9306321191336534,0.9261181758519162,2.0,6,0.7113699316978455,0.9256247878074646,0.9466666666666667,0.9893778452200304
